sample_id,true_lat,true_lon,pred_lat,pred_lon,age_bp,error_km,sigma_final,alpha_precision,group,sequencing_type,locality_id,mu_knn_lat,mu_knn_lon,sigma_knn_corrected,mu_mlp_lat,mu_mlp_lon,sigma_mlp,neighbor_ids,neighbor_lats,neighbor_lons,neighbor_distances,potential_outlier,country,original_group_id,political_entity,data_type,publication,group_id,age_bin,nll,raw_sigma_knn,true_x,true_y,pred_x,pred_y,mu_knn_x,mu_knn_y,mu_mlp_x,mu_mlp_y
I2567.AG,55.97100000,-2.44400000,48.65005283,13.85190648,4018.000000,1371.499746,993.822021,0.64475697,UnitedKingdom,1240k,Dryburn Bridge (Scotland),,,1237.686279,,,1667.423096,,,,,false,UnitedKingdom,Scotland_C_EBA.AG,United Kingdom,1240k,OlaldeNature2018,UnitedKingdom,4000-6000 BP,7.85379335,89.389023,3547.999125,3719.029055,4604.775222,2844.823225,4634.750821,3036.409250,4550.370282,2497.099512
I2568.AG,55.97100000,-2.44400000,48.94631089,16.70432602,4113.000000,1509.694589,972.986023,0.61579305,UnitedKingdom,1240k,Dryburn Bridge (Scotland),,,1239.907349,,,1569.726440,,,,,false,UnitedKingdom,Scotland_C_EBA_mediumhighEEF.AG,United Kingdom,1240k,OlaldeNature2018,UnitedKingdom,4000-6000 BP,8.08411611,139.995850,3547.999125,3719.029055,4811.461533,2892.687421,4983.731705,3124.838678,4535.353150,2520.603845
I3005.AG,51.32470600,-2.75324800,49.99582210,4.32535564,5657.000000,521.285743,986.206360,0.69044846,UnitedKingdom,1240k,"Aveline's Hole (England, Somerset, Burrington Combe)",,,1186.867310,,,1772.561279,,,,,false,UnitedKingdom,England_N.AG,United Kingdom,1240k,BraceDiekmannNatureEcologyEvolution2019,UnitedKingdom,4000-6000 BP,7.03356231,146.352631,3437.222037,3212.316840,3914.536759,3002.770944,3516.058670,3259.521509,4803.333924,2430.094141
I3574.AG,37.32444440,-4.00583330,46.45230507,10.18385892,1450.000000,1544.069711,1008.747253,0.56975174,Spain,1240k,"El Castillón (Andalusia, Granada, Montefrío)",,,1336.409424,,,1537.881226,,,,,false,Spain,Spain_Visigoth_Granada.AG,Spain,1240k,OlaldeScience2019,Spain,1000-2500 BP,8.08795583,910.018494,3077.535655,1697.376129,4335.140885,2593.244623,4403.245865,2537.306299,4244.953629,2667.320368
I3575.AG,37.32444440,-4.00583330,46.47918737,10.13679840,1450.000000,1542.851467,1035.244019,0.54685229,Spain,1240k,"El Castillón (Andalusia, Granada, Montefrío)",,,1399.934326,,,1537.881226,,,,,false,Spain,Spain_Visigoth_Granada.AG,Spain,1240k,OlaldeScience2019,Spain,1000-2500 BP,8.05292880,910.018494,3077.535655,1697.376129,4331.516098,2596.221887,4403.245865,2537.306299,4244.953629,2667.320368
I3576.AG,37.32444440,-4.00583330,47.74917853,12.98849767,1468.000000,1801.327378,1128.501465,0.45881364,Spain,1240k,"El Castillón (Andalusia, Granada, Montefrío)",,,1666.034424,,,1534.011841,,,,,false,Spain,Spain_Visigoth_Granada.AG,Spain,1240k,OlaldeScience2019,Spain,1000-2500 BP,8.30259198,1089.258545,3077.535655,1697.376129,4545.162831,2741.814157,4900.780259,2828.366411,4243.673142,2668.435816
I3577.AG,37.32444440,-4.00583330,46.44806327,10.19127718,1450.000000,1544.263078,1004.504456,0.57336336,Spain,1240k,"El Castillón (Andalusia, Granada, Montefrío)",,,1326.590576,,,1537.881226,,,,,false,Spain,Spain_Visigoth_Granada.AG,Spain,1240k,OlaldeScience2019,Spain,1000-2500 BP,8.09395400,910.018494,3077.535655,1697.376129,4335.712601,2592.775049,4403.245865,2537.306299,4244.953629,2667.320368
I3578.AG,37.32444440,-4.00583330,46.45712101,10.17543503,1450.000000,1543.850606,1013.543213,0.56565082,Spain,1240k,"El Castillón (Andalusia, Granada, Montefrío)",,,1347.621948,,,1537.881226,,,,,false,Spain,Spain_Visigoth_Granada.AG,Spain,1240k,OlaldeScience2019,Spain,1000-2500 BP,8.08130916,910.018494,3077.535655,1697.376129,4334.491776,2593.777826,4403.245865,2537.306299,4244.953629,2667.320368
I3579.AG,37.32444440,-4.00583330,46.45424950,10.18045786,1450.000000,1543.981184,1010.686584,0.56809586,Spain,1240k,"El Castillón (Andalusia, Granada, Montefrío)",,,1340.928711,,,1537.881226,,,,,false,Spain,Spain_Visigoth_Granada.AG,Spain,1240k,OlaldeScience2019,Spain,1000-2500 BP,8.08525123,910.018494,3077.535655,1697.376129,4334.878800,2593.459894,4403.245865,2537.306299,4244.953629,2667.320368
I3581.AG,37.32444440,-4.00583330,46.50677851,10.08840923,1450.000000,1541.613960,1061.772827,0.52333021,Spain,1240k,"El Castillón (Andalusia, Granada, Montefrío)",,,1467.721680,,,1537.881226,,,,,false,Spain,Spain_Visigoth_Granada.AG,Spain,1240k,OlaldeScience2019,Spain,1000-2500 BP,8.02173762,910.018494,3077.535655,1697.376129,4327.792771,2599.280084,4403.245865,2537.306299,4244.953629,2667.320368
I3582.AG,37.32444440,-4.00583330,46.48566845,10.12543992,1450.000000,1542.559607,1041.534424,0.54132867,Spain,1240k,"El Castillón (Andalusia, Granada, Montefrío)",,,1415.608276,,,1537.881226,,,,,false,Spain,Spain_Visigoth_Granada.AG,Spain,1240k,OlaldeScience2019,Spain,1000-2500 BP,8.04519782,910.018494,3077.535655,1697.376129,4330.641770,2596.940027,4403.245865,2537.306299,4244.953629,2667.320368
I3583.AG,37.32444440,-4.00583330,46.45673983,10.17610123,1450.000000,1543.867893,1013.164673,0.56597525,Spain,1240k,"El Castillón (Andalusia, Granada, Montefrío)",,,1346.732422,,,1537.881226,,,,,false,Spain,Spain_Visigoth_Granada.AG,Spain,1240k,OlaldeScience2019,Spain,1000-2500 BP,8.08182865,910.018494,3077.535655,1697.376129,4334.543106,2593.735620,4403.245865,2537.306299,4244.953629,2667.320368
I3587.AG,48.88330000,12.53320000,45.25490623,9.49326767,4175.000000,464.564675,919.913574,0.63094777,Germany,1240k,"Stkr.-Straubing (Bayern, Niederbayern, Straubing-Kreisfreie Stadt)",,,1158.111328,,,1514.269165,,,,,false,Germany,Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc.AG,Germany,1240k,OlaldeNature2018,Germany,4000-6000 BP,6.95179679,277.286743,4506.807145,2866.533067,4281.159775,2460.449823,4137.037613,2417.615320,4527.557320,2533.681665
I3588.AG,48.88330000,12.53320000,45.30861897,9.74376730,4175.000000,450.097449,980.813965,0.58046597,Germany,1240k,"Stkr.-Straubing (Bayern, Niederbayern, Straubing-Kreisfreie Stadt)",,,1287.354858,,,1514.269165,,,,,false,Germany,Germany_BellBeaker.AG,Germany,1240k,OlaldeNature2018,Germany,4000-6000 BP,6.99367831,277.286743,4506.807145,2866.533067,4300.873917,2466.309107,4137.037613,2417.615320,4527.557320,2533.681665
I3589.AG,48.88330000,12.53320000,45.32215261,9.80740561,4175.000000,446.502715,995.674500,0.56765687,Germany,1240k,"Stkr.-Straubing (Bayern, Niederbayern, Straubing-Kreisfreie Stadt)",,,1321.522095,,,1514.269165,,,,,false,Germany,Germany_BellBeaker.AG,Germany,1240k,OlaldeNature2018,Germany,4000-6000 BP,7.00397071,277.286743,4506.807145,2866.533067,4305.876145,2467.795801,4137.037613,2417.615320,4527.557320,2533.681665
I3590.AG,48.88330000,12.53320000,47.68819130,12.72450841,4186.000000,133.587239,931.085999,0.61753923,Germany,1240k,"Stkr.-Straubing (Bayern, Niederbayern, Straubing-Kreisfreie Stadt)",,,1184.834106,,,1505.554077,,,,,false,Germany,Germany_BellBeaker.AG,Germany,1240k,OlaldeNature2018,Germany,4000-6000 BP,6.84664413,119.577988,4506.807145,2866.533067,4525.614647,2734.276392,4525.096123,2857.265186,4526.451897,2535.692896
I3592.AG,48.88330000,12.53320000,47.73327298,11.38657236,4260.000000,153.598918,1005.633972,0.52455318,Germany,1240k,"Stkr.-Straubing (Bayern, Niederbayern, Straubing-Kreisfreie Stadt)",,,1388.497681,,,1458.441284,,,,,false,Germany,Germany_BellBeaker_contam.AG,Germany,1240k,OlaldeNature2018,Germany,4000-6000 BP,6.92503795,725.081848,4506.807145,2866.533067,4425.062409,2736.492975,4337.247147,2909.116419,4521.947670,2546.040186
I3594.AG,48.88330000,12.53320000,45.33205304,9.85409312,4175.000000,443.887054,1006.432617,0.55826348,Germany,1240k,"Stkr.-Straubing (Bayern, Niederbayern, Straubing-Kreisfreie Stadt)",,,1346.992188,,,1514.269165,,,,,false,Germany,Germany_BellBeaker.AG,Germany,1240k,OlaldeNature2018,Germany,4000-6000 BP,7.01142982,277.286743,4506.807145,2866.533067,4309.544419,2468.886072,4137.037613,2417.615320,4527.557320,2533.681665
I3597.AG,48.88330000,12.53320000,45.27039545,9.56516918,4175.000000,460.361718,937.810913,0.61644787,Germany,1240k,"Stkr.-Straubing (Bayern, Niederbayern, Straubing-Kreisfreie Stadt)",,,1194.447632,,,1514.269165,,,,,false,Germany,Germany_BellBeaker_1d.rel.I3594.AG,Germany,1240k,OlaldeNature2018,Germany,4000-6000 BP,6.96403469,277.286743,4506.807145,2866.533067,4286.822281,2462.132807,4137.037613,2417.615320,4527.557320,2533.681665
I3600.AG,48.88330000,12.53320000,45.29330336,9.67200625,4175.000000,454.190986,963.773010,0.59491760,Germany,1240k,"Stkr.-Straubing (Bayern, Niederbayern, Straubing-Kreisfreie Stadt)",,,1249.529053,,,1514.269165,,,,,false,Germany,Germany_BellBeaker.AG,Germany,1240k,OlaldeNature2018,Germany,4000-6000 BP,6.98190042,277.286743,4506.807145,2866.533067,4295.230271,2464.631738,4137.037613,2417.615320,4527.557320,2533.681665
I3601.AG,48.88330000,12.53320000,45.33716389,9.87824160,4175.000000,442.541470,1011.950867,0.55340624,Germany,1240k,"Stkr.-Straubing (Bayern, Niederbayern, Straubing-Kreisfreie Stadt)",,,1360.308472,,,1514.269165,,,,,false,Germany,Germany_BellBeaker.AG,Germany,1240k,OlaldeNature2018,Germany,4000-6000 BP,7.01525758,277.286743,4506.807145,2866.533067,4311.441269,2469.449793,4137.037613,2417.615320,4527.557320,2533.681665
I3717.AG,48.91422000,33.76493000,47.15253241,18.35715258,7242.000000,1161.299568,976.383728,0.28238285,Ukraine,1240k,"Deriivka-1 (Kirovohrad Oblast, Oleksandriia District, Onufriivka municipality)",,,1837.390137,,,1152.588135,,,,,false,Ukraine,Ukraine_N.AG,Ukraine,1240k,MathiesonNature2018,Ukraine,>6000 BP,7.59117816,1201.387817,6028.703065,3146.204501,4953.771317,2706.729334,5322.353226,2856.421682,4808.734055,2647.825281
I3719.AG,48.91422000,33.76493000,44.98102718,17.20219576,6831.000000,1331.669276,859.320801,0.40657154,Ukraine,1240k,"Deriivka-1 (Kirovohrad Oblast, Oleksandriia District, Onufriivka municipality)",,,1347.680176,,,1115.504028,,,,,false,Ukraine,Ukraine_N_o2.AG,Ukraine,1240k,MathiesonNature2018,Ukraine,>6000 BP,7.95689098,834.720093,6028.703065,3146.204501,4889.043961,2457.350244,5004.867295,2175.766046,4809.690751,2650.270136
I3741.AG,39.68325500,9.43333300,47.57360271,7.27744518,3088.000000,891.634609,1252.908447,0.56952584,Italy,1240k,"Perdasdefogu (Sardinia, Nuoro)",,,1660.208496,,,1909.614990,,,,,false,Italy,Italy_Sardinia_LBA.AG,Italy,1240k,FernandesNatureEcologyEvolution2020,Italy,2500-4000 BP,7.38644706,866.010864,4272.117215,1843.671165,4116.077134,2721.545740,3808.025895,2909.150905,4523.635048,2473.340418
I3759.AG,42.56500000,-2.58635000,50.74027164,7.22140060,2222.000000,1173.964660,1050.362549,0.48615420,Spain,1240k,"La Hoya (Basque Country, Álava, Laguardia)",,,1506.441162,,,1465.287231,,,,,false,Spain,Spain_IA_Celt.AG,Spain,1240k,OlaldeScience2019,Spain,1000-2500 BP,7.58149011,718.364746,3289.633268,2248.642678,4124.908951,3073.571497,4013.935318,3485.501337,4229.902054,2683.840967
I3775.AG,41.98137700,2.30982400,48.58521555,12.09777491,1300.000000,1059.426982,1182.562134,0.43247789,Spain,1240k,"L'Esquerda (Catalonia, Barcelona, Roda de Ter)",,,1798.216553,,,1569.757446,,,,,false,Spain,Spain_Visigoth_Barcelona.AG,Spain,1240k,OlaldeScience2019,Spain,1000-2500 BP,7.47673401,1602.103149,3682.609770,2130.100127,4475.803254,2832.403215,4765.122498,3060.797067,4255.328690,2658.356607
I3776.AG,41.98137700,2.30982400,48.60796263,12.14383222,1300.000000,1063.657452,1175.745483,0.43900168,Spain,1240k,"L'Esquerda (Catalonia, Barcelona, Roda de Ter)",,,1774.517334,,,1569.757446,,,,,false,Spain,Spain_Visigoth_Barcelona.AG,Spain,1240k,OlaldeScience2019,Spain,1000-2500 BP,7.47886834,1602.103149,3682.609770,2130.100127,4479.129044,2835.028650,4765.122498,3060.797067,4255.328690,2658.356607
I3777.AG,41.98137700,2.30982400,48.53167752,11.98969467,1300.000000,1049.484503,1198.430054,0.41714531,Spain,1240k,"L'Esquerda (Catalonia, Barcelona, Roda de Ter)",,,1855.534424,,,1569.757446,,,,,false,Spain,Spain_Visigoth_Barcelona.AG,Spain,1240k,OlaldeScience2019,Spain,1000-2500 BP,7.47220704,1602.103149,3682.609770,2130.100127,4467.986802,2826.232759,4765.122498,3060.797067,4255.328690,2658.356607
I3778.AG,41.98137700,2.30982400,48.60892801,12.14578864,1300.000000,1063.837071,1175.455200,0.43927866,Spain,1240k,"L'Esquerda (Catalonia, Barcelona, Roda de Ter)",,,1773.519775,,,1569.757446,,,,,false,Spain,Spain_Visigoth_Barcelona.AG,Spain,1240k,OlaldeScience2019,Spain,1000-2500 BP,7.47896184,1602.103149,3682.609770,2130.100127,4479.270249,2835.140123,4765.122498,3060.797067,4255.328690,2658.356607
I3866.AG,41.98137700,2.30982400,48.58906223,12.10555784,1300.000000,1060.142128,1181.412598,0.43358073,Spain,1240k,"L'Esquerda (Catalonia, Barcelona, Roda de Ter)",,,1794.182373,,,1569.757446,,,,,false,Spain,Spain_Visigoth_Barcelona.AG,Spain,1240k,OlaldeScience2019,Spain,1000-2500 BP,7.47708579,1602.103149,3682.609770,2130.100127,4476.365471,2832.847036,4765.122498,3060.797067,4255.328690,2658.356607
I3874.AG,44.47600000,6.36900000,48.44160983,13.65945379,4065.000000,712.252891,992.454041,0.62374461,France,1240k,"Villard (Provence-Alpes-Côte d'Azur Region, Alpes-de-Haute-Provence Department, Barcelonnette arrondissement, Lauzet-Ubaye)",,,1256.628784,,,1617.964600,,,,,false,France,France_EBA_BellBeaker.AG,France,1240k,OlaldeNature2018,France,4000-6000 BP,7.15770466,99.726547,4031.656742,2380.934073,4591.734148,2820.953935,4621.331465,3009.112238,4542.668633,2509.030908
I3875.AG,44.47600000,6.36900000,46.96747485,14.54559658,3985.000000,694.335845,1260.552979,0.45177263,France,1240k,"Villard (Provence-Alpes-Côte d'Azur Region, Alpes-de-Haute-Provence Department, Barcelonnette arrondissement, Lauzet-Ubaye)",,,1875.431274,,,1702.474976,,,,,false,France,France_EBA_BellBeaker.AG,France,1240k,OlaldeNature2018,France,2500-4000 BP,7.29100626,1065.181885,4031.656742,2380.934073,4666.982422,2661.047525,4801.796479,2870.270545,4555.887455,2488.635095
I3876.AG,37.68000000,12.78900000,49.76770900,4.85237425,2928.000000,1482.708492,985.122925,0.70521736,Italy,1240k,"Marcita (Sicily, Trapani, Castelvetrano)",,,1173.083496,,,1814.427124,,,,,false,Italy,Italy_Sicily_LBA.AG,Italy,1240k,FernandesNatureEcologyEvolution2020,Italy,2500-4000 BP,8.02542940,194.376404,4568.828837,1627.063491,3950.456559,2974.668848,3734.486100,3166.405359,4467.129288,2515.971765
I4067.AG,52.73356300,5.09618300,45.86424675,5.08664520,3770.000000,763.939386,1219.296753,0.59071136,Netherlands,1240k,"De-Tuithoorn (Noord-Holland, Medemblik)",,,1586.433105,,,1905.875732,,,,,false,Netherlands,Netherlands_BellBeaker.AG,Netherlands,1240k,OlaldeNature2018,Netherlands,2500-4000 BP,7.30230634,907.632751,3990.027517,3302.793020,3939.279129,2540.541101,3489.158524,2610.450678,4588.921742,2439.643152
I4070.AG,52.73356300,5.09618300,45.95545497,16.37874694,3703.000000,1110.925330,1418.648926,0.47257805,Netherlands,1240k,"De-Tuithoorn (Noord-Holland, Medemblik)",,,2063.660156,,,1953.421021,,,,,false,Netherlands,Netherlands_EBA.AG,Netherlands,1240k,OlaldeNature2018,Netherlands,2500-4000 BP,7.56407275,1435.099731,3990.027517,3302.793020,4815.455002,2559.271295,5059.170212,2705.484018,4597.082474,2428.262476
I4071.AG,52.73356300,5.09618300,42.52128018,17.68441262,3717.000000,1472.074906,1484.371704,0.41712362,Netherlands,1240k,"De-Tuithoorn (Noord-Holland, Medemblik)",,,2298.318848,,,1944.260376,,,,,false,Netherlands,Netherlands_EBA.AG,Netherlands,1240k,OlaldeNature2018,Netherlands,2500-4000 BP,7.79449700,1676.274170,3990.027517,3302.793020,4953.242905,2189.590143,5453.138199,1853.028253,4595.503021,2430.443903
I4076.AG,52.73356300,5.09618300,40.63466465,3.04443242,3763.000000,1352.200963,1080.258789,0.68054348,Netherlands,1240k,"De-Tuithoorn (Noord-Holland, Medemblik)",,,1309.483032,,,1911.269653,,,,,false,Netherlands,Netherlands_BellBeaker.AG,Netherlands,1240k,OlaldeNature2018,Netherlands,2500-4000 BP,7.76837991,251.906052,3990.027517,3302.793020,3730.731705,1975.685968,3327.454422,1758.506281,4589.839901,2438.347193
I4110.AG,48.91422000,33.76493000,46.18977737,14.85883349,5394.000000,1449.217904,1434.573608,0.41494435,Ukraine,1240k,"Deriivka-1 (Kirovohrad Oblast, Oleksandriia District, Onufriivka municipality)",,,2227.039551,,,1875.531128,,,,,false,Ukraine,Ukraine_Eneolithic_SeredniiStih_oHG.AG,Ukraine,1240k,MathiesonNature2018,Ukraine,4000-6000 BP,7.77888317,1545.548706,6028.703065,3146.204501,4696.228447,2576.341425,4581.592945,2822.066824,4777.532441,2402.063349
I4111.AG,48.91422000,33.76493000,47.46411128,9.98781461,6593.000000,1764.514939,817.493530,0.51010722,Ukraine,1240k,"Deriivka-1 (Kirovohrad Oblast, Oleksandriia District, Onufriivka municipality)",,,1144.599609,,,1167.975708,,,,,false,Ukraine,Ukraine_N.AG,Ukraine,1240k,MathiesonNature2018,Ukraine,>6000 BP,9.03568571,97.787560,6028.703065,3146.204501,4320.080643,2705.611276,3844.554276,2779.326494,4815.228623,2628.854379
I4112.AG,48.91422000,33.76493000,45.08961369,11.09410206,7359.000000,1767.507265,753.698669,0.59111732,Ukraine,1240k,"Deriivka-1 (Kirovohrad Oblast, Oleksandriia District, Onufriivka municipality)",,,980.304260,,,1178.686768,,,,,false,Ukraine,Ukraine_N.AG,Ukraine,1240k,MathiesonNature2018,Ukraine,>6000 BP,9.37476615,149.886063,6028.703065,3146.204501,4407.273880,2442.607080,4129.841813,2304.303522,4808.354462,2642.551096
I4114.AG,48.91422000,33.76493000,46.85802982,16.19880243,7350.000000,1328.164714,1004.320251,0.27138877,Ukraine,1240k,"Deriivka-1 (Kirovohrad Oblast, Oleksandriia District, Onufriivka municipality)",,,1927.863525,,,1176.587646,,,,,false,Ukraine,Ukraine_N.AG,Ukraine,1240k,MathiesonNature2018,Ukraine,>6000 BP,7.78650507,1271.887695,6028.703065,3146.204501,4793.503998,2658.039804,4753.583771,2698.462030,4808.373261,2642.983576
I4251.AG,50.64900000,20.65600000,48.71695430,11.65836249,4219.000000,683.406608,961.653198,0.57889253,Poland,1240k,"Samborzec-1 (Świętokrzyskie Province, Kielce County, Chmielnik)",,,1263.919678,,,1481.910522,,,,,false,Poland,Poland_BellBeaker.AG,Poland,1240k,OlaldeNature2018,Poland,4000-6000 BP,7.12117133,403.500183,5071.623162,3114.464382,4443.062134,2846.218923,4384.353928,3068.220117,4523.767754,2541.035974
I4252.AG,50.64900000,20.65600000,49.30164270,15.43318373,4155.000000,403.362344,886.156982,0.66500878,Poland,1240k,"Samborzec-1 (Świętokrzyskie Province, Kielce County, Chmielnik)",,,1086.668213,,,1531.066162,,,,,false,Poland,Poland_BellBeaker.AG,Poland,1240k,OlaldeNature2018,Poland,4000-6000 BP,6.89048926,129.315781,5071.623162,3114.464382,4715.825890,2924.439432,4809.532364,3123.253610,4529.804207,2529.762842
I4253.AG,50.64900000,20.65600000,47.18589456,11.62736112,4266.000000,765.228955,1086.668701,0.44267741,Poland,1240k,"Samborzec-1 (Świętokrzyskie Province, Kielce County, Chmielnik)",,,1633.252930,,,1455.605957,,,,,false,Poland,Poland_BellBeaker.AG,Poland,1240k,OlaldeNature2018,Poland,4000-6000 BP,7.23881884,911.153748,5071.623162,3114.464382,4444.426911,2676.057932,4346.969254,2839.034975,4521.836853,2546.606409
I5228.AG,41.11600000,36.42200000,49.31762493,4.10289738,2094.000000,2661.203663,879.990417,0.62853813,Turkey,1240k,"Zafer (Samsun, Tekkeköy)",,,1109.972168,,,1443.845825,,,,,false,Turkey,Turkey_BlackSea_Samsun_Ancient_A.AG,Turkey,1240k,LazaridisAlpaslanRoodenbergScience2022,Turkey,1000-2500 BP,11.35258610,681.680603,6498.449141,2388.458589,3892.681168,2928.808664,3704.008805,3066.827936,4211.927323,2695.270868
I5364.AG,51.53762700,-4.21180100,49.24729217,14.04620327,2644.000000,1318.601329,917.646851,0.69146472,UnitedKingdom,1240k,"Culver Hole Cave (Wales, West Glamorgan, Gower Peninsula, Port Eynon)",,,1103.546265,,,1652.049927,,,,,false,UnitedKingdom,Wales_IA.AG,United Kingdom,1240k,OlaldeNature2018,UnitedKingdom,2500-4000 BP,7.85420756,616.888855,3342.130621,3254.316121,4615.498392,2911.907034,4727.199959,3055.086893,4365.161698,2591.023676
I5365.AG,51.25552300,-2.66788300,43.40153863,11.09940883,1960.000000,1355.443272,670.436340,0.78442222,UnitedKingdom,1240k,"Priddy (England, Somerset)",,,756.976868,,,1443.961304,,,,,false,UnitedKingdom,England_LIA.AG,United Kingdom,1240k,PattersonNature2021,UnitedKingdom,1000-2500 BP,8.55163091,109.744667,3441.743096,3203.685581,4410.293915,2255.457880,4465.469422,2134.426203,4209.526932,2695.855402
I5469.AG,55.97407400,-3.17607300,42.99996080,14.97576527,3517.000000,1939.155276,1314.251831,0.58140558,UnitedKingdom,1240k,"Leith (Scotland, City of Edinburgh, Merrilees Close)",,,1723.609863,,,2031.336548,,,,,false,UnitedKingdom,Scotland_C_EBA_lc.AG,United Kingdom,1240k,OlaldeNature2018,UnitedKingdom,2500-4000 BP,8.26954680,1164.578979,3503.167915,3727.481215,4727.576714,2223.770380,4813.577500,2088.615534,4608.126152,2411.493341
I5470.AG,55.97407400,-3.17607300,42.11884301,18.07929055,3477.000000,2168.771653,1337.838867,0.56850249,UnitedKingdom,1240k,"Leith (Scotland, City of Edinburgh, Merrilees Close)",,,1774.343262,,,2036.641968,,,,,false,UnitedKingdom,Scotland_C_EBA_lc.AG,United Kingdom,1240k,OlaldeNature2018,UnitedKingdom,2500-4000 BP,8.51279470,1265.637085,3503.167915,3727.481215,4990.041336,2148.627863,5280.648880,1949.204889,4607.162834,2411.369776
I5471.AG,55.94733900,-2.47072000,49.88112110,5.36509561,4063.000000,855.127410,992.456604,0.62470531,UnitedKingdom,1240k,"Thurston Mains (Scotland, East Lothian, Innerwick)",,,1255.665405,,,1620.038330,,,,,false,UnitedKingdom,Scotland_C_EBA_mediumhighEEF.AG,United Kingdom,1240k,OlaldeNature2018,UnitedKingdom,4000-6000 BP,7.27138383,123.392799,3545.891047,3716.719796,3988.089432,2984.802126,3654.731034,3270.923975,4542.988587,2508.531519
I5692.AG,46.05023700,14.50372000,46.71147026,14.57688228,2693.000000,73.669805,1166.581055,0.51722103,Slovenia,1240k,Ljubljana-Kongresni Trg (Ljubljana),,,1622.097168,,,1678.961548,,,,,false,Slovenia,Slovenia_EIA.AG,Slovenia,1240k,PattersonNature2021,Slovenia,2500-4000 BP,7.06382655,1043.163574,4669.744663,2559.145029,4671.052895,2632.803217,4940.136673,2683.640451,4382.772355,2578.339197
I5693.AG,46.05023700,14.50372000,41.02212804,9.02216088,2674.000000,712.573798,836.983887,0.74834919,Slovenia,1240k,Ljubljana-Kongresni Trg (Ljubljana),,,967.531128,,,1668.468140,,,,,false,Slovenia,Slovenia_EIA.AG,Slovenia,1240k,PattersonNature2021,Slovenia,2500-4000 BP,7.09221093,73.178177,4669.744663,2559.145029,4238.397995,1991.957697,4192.143570,1793.113703,4375.947541,2583.272180
I0025.AG,48.85000000,9.21700000,49.14487570,14.08382438,7125.000000,357.664421,830.788269,0.46019742,Germany,1240k,"Viesenhaeuser-Hof (Baden-Württemberg, Stuttgart, Stuttgart-Stadtkreis)",,,1224.667725,,,1130.766357,,,,,false,Germany,Germany_EN_LBK.AG,Germany,1240k,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Germany,>6000 BP,6.81504532,50.278496,4263.517595,2859.941887,4618.853789,2900.685323,4395.929703,3192.541467,4808.903077,2651.869470
I0410.AG,42.50000000,0.50000000,47.84231198,12.92240780,7106.000000,1140.056459,799.893738,0.49698743,Spain,1240k,"Cova de Els Trocs (Aragón, Huesca, Bisaurri)",,,1134.643921,,,1127.828003,,,,,false,Spain,Spain_EN.AG,Spain,1240k,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Spain,>6000 BP,7.70016177,70.802101,3539.914465,2204.294750,4539.810955,2751.958643,4267.484024,2852.772932,4808.875901,2652.351923
I0412.AG,42.50000000,0.50000000,48.57336079,15.27040019,7177.000000,1332.686403,910.241211,0.36218843,Spain,1240k,"Cova de Els Trocs (Aragón, Huesca, Bisaurri)",,,1512.478516,,,1139.751831,,,,,false,Spain,Spain_EN.AG,Spain,1240k,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Spain,>6000 BP,7.88550765,718.971863,3539.914465,2204.294750,4709.696289,2842.780092,4534.999337,3181.777765,4808.899918,2650.276453
I0413.AG,42.50000000,0.50000000,47.86425487,18.11646325,7143.000000,1503.332313,953.235535,0.29305986,Spain,1240k,"Cova de Els Trocs (Aragón, Huesca, Bisaurri)",,,1760.848633,,,1133.728027,,,,,false,Spain,Spain_EN.AG,Spain,1240k,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Spain,>6000 BP,8.10345867,1046.517090,3539.914465,2204.294750,4927.230454,2783.399568,5212.637345,3101.912805,4808.915909,2651.360895
I10277.AG,41.43910000,1.57330000,50.19577235,11.43171796,4900.000000,1234.325310,1174.355225,0.54594833,Spain,1240k,"Cova de la Guineu (Catalonia, Barcelona, Font-rubí)",,,1589.365234,,,1742.797119,,,,,false,Spain,Spain_MLN.AG,Spain,1240k,OlaldeScience2019,Spain,4000-6000 BP,7.62084481,806.201965,3615.541205,2076.904379,4423.232361,3010.282099,4218.146866,3477.110101,4669.825623,2448.971613
I10278.AG,41.43910000,1.57330000,50.21564527,11.41882147,4900.000000,1235.354654,1171.594727,0.54808044,Spain,1240k,"Cova de la Guineu (Catalonia, Barcelona, Font-rubí)",,,1582.541992,,,1742.797119,,,,,false,Spain,Spain_MLN.AG,Spain,1240k,OlaldeScience2019,Spain,4000-6000 BP,7.62202345,806.201965,3615.541205,2076.904379,4422.269318,3012.474191,4218.146866,3477.110101,4669.825623,2448.971613
I10280.AG,41.43910000,1.57330000,50.28886431,11.37120636,4900.000000,1239.180423,1161.365601,0.55593729,Spain,1240k,"Cova de la Guineu (Catalonia, Barcelona, Font-rubí)",,,1557.600464,,,1742.797119,,,,,false,Spain,Spain_MLN.AG,Spain,1240k,OlaldeScience2019,Spain,4000-6000 BP,7.62659939,806.201965,3615.541205,2076.904379,4418.720536,3020.552133,4218.146866,3477.110101,4669.825623,2448.971613
