sample_id,true_lat,true_lon,pred_lat,pred_lon,age_bp,error_km,sigma_final,alpha_precision,group,sequencing_type,locality_id,mu_knn_lat,mu_knn_lon,sigma_knn_corrected,mu_mlp_lat,mu_mlp_lon,sigma_mlp,neighbor_ids,neighbor_lats,neighbor_lons,neighbor_distances,potential_outlier,country,original_group_id,political_entity,data_type,publication,group_id,age_bin,nll,raw_sigma_knn,true_x,true_y,pred_x,pred_y,mu_knn_x,mu_knn_y,mu_mlp_x,mu_mlp_y
I5529.AG,48.69100000,13.01600000,47.95556040,12.12315153,4250.000000,105.255551,1033.626221,0.50119364,Germany,1240k,"Osterhofen-Altenmarkt (Bayern, Niederbayern, Deggendorf)",,,1460.026611,,,1463.516235,,,,,false,Germany,Germany_BellBeaker.AG,Germany,1240k,OlaldeNature2018,Germany,4000-6000 BP,6.94601331,473.160522,4543.055600,2846.503443,4479.638581,2762.497415,4437.256592,2978.959368,4522.223404,2544.999506
I5740.AG,40.69000000,35.56000000,48.32521419,17.00319894,4621.000000,1683.700072,1185.157715,0.41484392,Turkey,1240k,"Devret-Höyük (Amasya, Suluova, Kanatpınar)",,,1840.067627,,,1549.316895,,,,,false,Turkey,Turkey_BlackSea_Amasya_EBA.AG,Turkey,1240k,LazaridisAlpaslanRoodenbergScience2022,Turkey,4000-6000 BP,8.08676126,1131.896240,6445.108184,2318.604382,4839.659958,2825.932607,5199.670609,3274.422083,4584.431961,2507.977930
I5741.AG,40.69000000,35.56000000,44.78338342,15.53873414,5166.000000,1688.710792,1386.151733,0.44511005,Turkey,1240k,"Devret-Höyük (Amasya, Suluova, Kanatpınar)",,,2077.672363,,,1860.832764,,,,,false,Turkey,Turkey_BlackSea_Amasya_EBA.AG,Turkey,1240k,LazaridisAlpaslanRoodenbergScience2022,Turkey,4000-6000 BP,7.97638082,1417.498291,6445.108184,2318.604382,4759.706498,2424.270349,4789.107438,2441.209863,4736.122284,2410.682153
I5742.AG,40.69000000,35.56000000,46.75547584,10.19500672,4942.000000,2131.609479,1046.262695,0.64932185,Turkey,1240k,"Devret-Höyük (Amasya, Suluova, Kanatpınar)",,,1298.406738,,,1766.796021,,,,,false,Turkey,Turkey_BlackSea_Amasya_EBA.AG,Turkey,1240k,LazaridisAlpaslanRoodenbergScience2022,Turkey,4000-6000 BP,9.02838930,157.502167,6445.108184,2318.604382,4335.913071,2626.914209,4149.294480,2727.038843,4681.459298,2441.521692
I5743.AG,40.69000000,35.56000000,48.03299621,11.15021114,4924.000000,2087.561726,1325.436279,0.43074051,Turkey,1240k,"Devret-Höyük (Amasya, Suluova, Kanatpınar)",,,2019.533203,,,1756.724609,,,,,false,Turkey,Turkey_BlackSea_Amasya_EBA.AG,Turkey,1240k,LazaridisAlpaslanRoodenbergScience2022,Turkey,4000-6000 BP,8.42980896,1295.435913,6445.108184,2318.604382,4406.821152,2769.492327,4050.382218,3198.783655,4676.527085,2444.661340
I5771.AG,44.53305500,22.04991000,43.75006448,24.42367354,9750.000000,208.095718,760.513000,0.77053761,Serbia,1240k,"Vlasac (Bor District, Majdanpek Municipality, Boljetin)",,,866.382568,,,1587.635742,,,,,false,Serbia,Serbia_IronGates_Mesolithic.AG,Serbia,1240k,MathiesonNature2018,Serbia,>6000 BP,6.67142865,1032.926270,5275.956744,2457.428467,5477.386673,2405.180872,5678.003739,2357.912042,4803.712204,2563.910150
I5772.AG,44.53305500,22.04991000,42.58548439,24.87127778,10223.000000,312.494425,1002.058411,0.62704587,Serbia,1240k,"Vlasac (Bor District, Majdanpek Municipality, Boljetin)",,,1265.445312,,,1640.836792,,,,,false,Serbia,Serbia_IronGates_Mesolithic.AG,Serbia,1240k,MathiesonNature2018,Serbia,>6000 BP,6.95843757,978.246704,5275.956744,2457.428467,5536.621720,2285.072626,5973.818314,2124.938410,4801.565171,2554.305414
I5773.AG,44.53305500,22.04991000,43.37291818,25.76071306,10040.000000,323.183259,1044.016846,0.58514613,Serbia,1240k,"Vlasac (Bor District, Majdanpek Municipality, Boljetin)",,,1364.819824,,,1620.913818,,,,,false,Serbia,Serbia_IronGates_Mesolithic.AG,Serbia,1240k,MathiesonNature2018,Serbia,>6000 BP,6.99874383,929.248047,5275.956744,2457.428467,5591.081437,2385.707849,6150.289872,2263.619135,4802.324875,2557.912500
I5875.AG,48.91422000,33.76493000,48.13842679,15.73203965,7095.000000,1328.079365,848.914917,0.43182585,Ukraine,1240k,"Deriivka-1 (Kirovohrad Oblast, Oleksandriia District, Onufriivka municipality)",,,1291.843262,,,1126.220459,,,,,false,Ukraine,Ukraine_N.AG,Ukraine,1240k,MathiesonNature2018,Ukraine,>6000 BP,7.96770059,418.049591,6028.703065,3146.204501,4747.329743,2797.095339,4666.377953,2987.209612,4808.855027,2652.603983
I5876.AG,48.91422000,33.76493000,46.94783974,17.64990857,8832.000000,1219.337039,903.040588,0.61980534,Ukraine,1240k,"Deriivka-1 (Kirovohrad Oblast, Oleksandriia District, Onufriivka municipality)",,,1147.042725,,,1464.550049,,,,,false,Ukraine,Ukraine_Mesolithic.AG,Ukraine,1240k,MathiesonNature2018,Ukraine,>6000 BP,7.71736473,794.853088,6028.703065,3146.204501,4902.715744,2678.299204,4960.417008,2734.831980,4808.649247,2586.137720
I5878.AG,48.91422000,33.76493000,47.58944333,15.82361447,7139.000000,1334.277729,933.411133,0.32135347,Ukraine,1240k,"Deriivka-1 (Kirovohrad Oblast, Oleksandriia District, Onufriivka municipality)",,,1646.574829,,,1133.055420,,,,,false,Ukraine,Ukraine_N_father.or.son.I5883.AG,Ukraine,1240k,MathiesonNature2018,Ukraine,>6000 BP,7.86052960,1042.828735,6028.703065,3146.204501,4758.795945,2736.774454,4652.954213,2916.906584,4808.914246,2651.478082
I5879.AG,48.91422000,33.76493000,47.82647855,16.43282022,7208.000000,1283.794922,733.614136,0.58997625,Ukraine,1240k,"Deriivka-1 (Kirovohrad Oblast, Oleksandriia District, Onufriivka municipality)",,,955.103455,,,1145.679688,,,,,false,Ukraine,Ukraine_N_1d.rel.ukr113_father.or.son.I3718.AG,Ukraine,1240k,MathiesonNature2018,Ukraine,>6000 BP,8.12916207,89.240425,6028.703065,3146.204501,4802.243882,2766.827020,4797.660050,2848.601541,4808.839524,2649.163004
I5881.AG,48.91422000,33.76493000,47.11454835,15.52153788,7077.000000,1369.678036,898.069946,0.36131966,Ukraine,1240k,"Deriivka-1 (Kirovohrad Oblast, Oleksandriia District, Onufriivka municipality)",,,1494.047363,,,1123.746582,,,,,false,Ukraine,Ukraine_N.AG,Ukraine,1240k,MathiesonNature2018,Ukraine,>6000 BP,7.96326656,838.839722,6028.703065,3146.204501,4739.946137,2682.390421,4618.210547,2734.393747,4808.815415,2652.970667
I5882.AG,48.91422000,33.76493000,52.47284868,13.39894477,5005.000000,1481.845250,1082.551758,0.63805187,Ukraine,1240k,"Deriivka-1 (Kirovohrad Oblast, Oleksandriia District, Onufriivka municipality)",,,1355.253906,,,1799.390747,,,,,false,Ukraine,Ukraine_N_oHG.AG,Ukraine,1240k,MathiesonNature2018,Ukraine,4000-6000 BP,7.92394420,572.805908,6028.703065,3146.204501,4551.872185,3268.007196,4468.922730,3742.698541,4698.097710,2431.208521
I5883.AG,48.91422000,33.76493000,47.76570532,16.37341435,7048.000000,1289.604248,767.118225,0.53104073,Ukraine,1240k,"Deriivka-1 (Kirovohrad Oblast, Oleksandriia District, Onufriivka municipality)",,,1052.684814,,,1120.197754,,,,,false,Ukraine,Ukraine_N.AG,Ukraine,1240k,MathiesonNature2018,Ukraine,>6000 BP,8.05569348,104.716896,6028.703065,3146.204501,4798.377808,2759.708864,4789.220887,2853.560606,4808.746903,2653.432916
I5884.AG,48.91422000,33.76493000,47.31036774,13.40686357,4735.000000,1518.747194,1164.971191,0.49123001,Ukraine,1240k,"Deriivka-1 (Kirovohrad Oblast, Oleksandriia District, Onufriivka municipality)",,,1662.159668,,,1633.256714,,,,,false,Ukraine,Ukraine_EBA.AG,Ukraine,1240k,MathiesonNature2018,Ukraine,4000-6000 BP,7.91023967,851.417053,6028.703065,3146.204501,4578.696991,2694.457422,4535.846615,2914.439337,4620.070092,2482.059442
I5885.AG,48.91422000,33.76493000,46.64761294,22.89210278,8099.000000,851.409423,982.125854,0.46413317,Ukraine,1240k,"Deriivka-1 (Kirovohrad Oblast, Oleksandriia District, Onufriivka municipality)",,,1441.603516,,,1341.648315,,,,,false,Ukraine,Ukraine_Mesolithic.AG,Ukraine,1240k,MathiesonNature2018,Ukraine,>6000 BP,7.26548126,798.714417,6028.703065,3146.204501,5303.250504,2700.540293,5871.492142,2806.192873,4811.076310,2609.030847
I5886.AG,48.91422000,33.76493000,41.70784038,14.13720684,7212.000000,1731.898639,733.307922,0.59088415,Ukraine,1240k,"Deriivka-1 (Kirovohrad Oblast, Oleksandriia District, Onufriivka municipality)",,,953.971130,,,1146.471436,,,,,false,Ukraine,Ukraine_N.AG,Ukraine,1240k,MathiesonNature2018,Ukraine,>6000 BP,9.38652510,112.466362,6028.703065,3146.204501,4666.464035,2076.729059,4567.893557,1680.492487,4808.828904,2649.011560
I5888.AG,48.91422000,33.76493000,46.88275994,16.75931807,7349.000000,1286.432500,992.910767,0.28756791,Ukraine,1240k,"Deriivka-1 (Kirovohrad Oblast, Oleksandriia District, Onufriivka municipality)",,,1851.569458,,,1176.355225,,,,,false,Ukraine,Ukraine_N_father.or.son.I5875.AG,Ukraine,1240k,MathiesonNature2018,Ukraine,>6000 BP,7.73995307,1281.356812,6028.703065,3146.204501,4835.858109,2664.510111,4903.944718,2717.722193,4808.375473,2643.031458
I5889.AG,48.91422000,33.76493000,47.29539148,16.06160913,6988.000000,1324.869358,865.739502,0.39687452,Ukraine,1240k,"Deriivka-1 (Kirovohrad Oblast, Oleksandriia District, Onufriivka municipality)",,,1374.233765,,,1114.765137,,,,,false,Ukraine,Ukraine_N.AG,Ukraine,1240k,MathiesonNature2018,Ukraine,>6000 BP,7.93454295,826.862061,6028.703065,3146.204501,4779.234299,2705.629175,4734.512955,2784.362039,4808.662247,2653.820642
I5890.AG,48.91422000,33.76493000,47.74745294,14.69539849,7092.000000,1412.854337,810.686096,0.48145410,Ukraine,1240k,"Deriivka-1 (Kirovohrad Oblast, Oleksandriia District, Onufriivka municipality)",,,1168.356201,,,1125.794434,,,,,false,Ukraine,Ukraine_N.AG,Ukraine,1240k,MathiesonNature2018,Ukraine,>6000 BP,8.21653665,278.283905,6028.703065,3146.204501,4673.045502,2748.272409,4526.779641,2851.241110,4808.848893,2652.669122
I5891.AG,48.91422000,33.76493000,47.44400123,20.64650447,7297.000000,985.664143,933.442017,0.35745648,Ukraine,1240k,"Deriivka-1 (Kirovohrad Oblast, Oleksandriia District, Onufriivka municipality)",,,1561.261841,,,1164.490845,,,,,false,Ukraine,Ukraine_N_1d.rel.I4114.AG,Ukraine,1240k,MathiesonNature2018,Ukraine,>6000 BP,7.39638957,1049.182617,6028.703065,3146.204501,5121.392777,2761.078752,5683.775345,2968.921907,4808.530976,2645.452524
I5892.AG,48.91422000,33.76493000,46.23834952,9.60698885,7069.000000,1831.215537,853.125305,0.42258412,Ukraine,1240k,"Deriivka-1 (Kirovohrad Oblast, Oleksandriia District, Onufriivka municipality)",,,1312.369873,,,1122.712280,,,,,false,Ukraine,Ukraine_N.AG,Ukraine,1240k,MathiesonNature2018,Ukraine,>6000 BP,9.05259245,576.396240,6028.703065,3146.204501,4290.652176,2569.550836,3582.663468,2455.370020,4808.796555,2653.114527
I5893.AG,48.91422000,33.76493000,47.99842736,16.68133521,7249.000000,1261.663309,975.803650,0.28505906,Ukraine,1240k,"Deriivka-1 (Kirovohrad Oblast, Oleksandriia District, Onufriivka municipality)",,,1827.658203,,,1154.057129,,,,,false,Ukraine,Ukraine_N_1d.rel.I5881.AG,Ukraine,1240k,MathiesonNature2018,Ukraine,>6000 BP,7.71911856,1269.340210,6028.703065,3146.204501,4819.099320,2787.522074,4845.158585,3138.612177,4808.709015,2647.536524
I6662.AG,44.32201700,23.83804300,45.77084578,33.32293567,6850.000000,764.259420,688.309998,0.61830729,Romania,1240k,"Gârlești (Dolj County, Craiova)",,,875.350342,,,1114.107666,,,,,false,Romania,Romania_N.AG,Romania,1240k,LazaridisAlpaslanRoodenbergScience2022,Romania,>6000 BP,7.15066886,132.499557,5420.025266,2458.896657,6103.664750,2800.553674,6902.617508,2892.810966,4809.434235,2651.105295
I6663.AG,44.32201700,23.83804300,45.85382625,32.72406114,6850.000000,720.192440,708.168152,0.59596550,Romania,1240k,"Gârlești (Dolj County, Craiova)",,,917.330505,,,1114.107666,,,,,false,Romania,Romania_N.AG,Romania,1240k,LazaridisAlpaslanRoodenbergScience2022,Romania,>6000 BP,7.07980514,132.499557,5420.025266,2458.896657,6056.899247,2795.153528,6902.617508,2892.810966,4809.434235,2651.105295
I6677.AG,50.54805600,13.77611100,45.17352469,32.07155523,5550.000000,1482.923311,1059.914551,0.66391343,Czechia,1240k,"Bílina (Ústecký Region, Teplice District)",,,1300.813721,,,1828.290894,,,,,false,Czechia,Czechia_C_Baalberge.AG,Czechia,1240k,NarasimhanPattersonScience2019,Czechia,4000-6000 BP,7.94467984,238.954315,4588.518544,3055.365228,6029.966141,2707.097559,6654.423905,2855.749540,4796.397110,2413.446863
I6695.AG,50.54805600,13.77611100,45.73431911,19.15191926,4575.000000,667.062610,1176.403687,0.39851603,Czechia,1240k,"Bílina (Ústecký Region, Teplice District)",,,1863.517578,,,1516.856079,,,,,false,Czechia,Czechia_EBA_CordedWare.AG,Czechia,1240k,NarasimhanPattersonScience2019,Czechia,4000-6000 BP,7.23098195,1101.665649,4588.518544,3055.365228,5032.256272,2557.299616,5728.663895,2615.944422,4570.848156,2518.444238
I6744.AG,51.32470600,-2.75324800,48.19538650,21.44965033,10393.000000,1768.406938,901.420410,0.70465690,UnitedKingdom,1240k,"Aveline's Hole (England, Somerset, Burrington Combe)",,,1073.837402,,,1658.685181,,,,,false,UnitedKingdom,England_Mesolithic_o1.AG,United Kingdom,1240k,BraceDiekmannNatureEcologyEvolution2019,UnitedKingdom,>6000 BP,8.72830219,1201.702881,3437.222037,3212.316840,5168.697709,2852.796188,5322.827591,2979.264528,4800.960221,2551.056329
I6745.AG,51.32470600,-2.75324800,49.59108255,27.90999953,10546.000000,2167.135339,915.477600,0.70101190,UnitedKingdom,1240k,"Aveline's Hole (England, Somerset, Burrington Combe)",,,1093.415039,,,1674.251831,,,,,false,UnitedKingdom,England_Mesolithic.AG,United Kingdom,1240k,BraceDiekmannNatureEcologyEvolution2019,UnitedKingdom,>6000 BP,9.62130717,685.758911,3437.222037,3212.316840,5601.409012,3099.311014,5943.000321,3334.362879,4800.509018,2548.204920
I6746.AG,51.32470600,-2.75324800,46.79595399,16.65384151,5526.000000,1499.229162,1390.474976,0.42794701,UnitedKingdom,1240k,"Aveline's Hole (England, Somerset, Burrington Combe)",,,2125.534668,,,1838.421387,,,,,false,UnitedKingdom,England_N.AG,United Kingdom,1240k,BraceDiekmannNatureEcologyEvolution2019,UnitedKingdom,4000-6000 BP,7.81867306,1410.679199,3437.222037,3212.316840,4828.682862,2654.172724,4874.754105,2979.724626,4794.217453,2410.630640
I6750.AG,51.09122400,-1.72751000,44.98329470,22.02007934,5650.000000,1884.980409,1250.821289,0.50434893,UnitedKingdom,1240k,"Fussell's Lodge (England, Wiltshire, Salisbury)",,,1761.285278,,,1776.671875,,,,,false,UnitedKingdom,England_N.AG,United Kingdom,1240k,OlaldeNature2018,UnitedKingdom,4000-6000 BP,8.26707138,1110.728027,3503.424157,3174.682235,5266.001053,2506.495264,5721.053788,2582.801325,4802.962891,2428.850153
I6751.AG,51.09122400,-1.72751000,44.98235476,21.80321696,5650.000000,1870.228858,1273.795410,0.48597431,UnitedKingdom,1240k,"Fussell's Lodge (England, Wiltshire, Salisbury)",,,1827.229126,,,1776.671875,,,,,false,UnitedKingdom,England_N.AG,United Kingdom,1240k,OlaldeNature2018,UnitedKingdom,4000-6000 BP,8.22761077,1110.728027,3503.424157,3174.682235,5249.131424,2503.666498,5721.053788,2582.801325,4802.962891,2428.850153
I7186.AG,50.14576600,14.22142100,46.91886666,17.23461245,5713.000000,421.802781,1401.407104,0.34965450,Czechia,1240k,"Makotrasy (Central Bohemian Region, Kladno District)",,,2369.980469,,,1737.769775,,,,,false,Czechia,Czechia_C_Baalberge.AG,Czechia,1240k,PapacScienceAdvances2021,Czechia,4000-6000 BP,7.29052813,1729.623291,4622.578996,3012.403244,4871.556778,2671.921747,4993.330094,3102.157099,4806.086045,2440.608240
I7187.AG,50.14576600,14.22142100,45.87215642,16.68975515,6044.000000,509.126900,1039.872192,0.51750386,Czechia,1240k,"Makotrasy (Central Bohemian Region, Kladno District)",,,1445.516968,,,1497.038940,,,,,false,Czechia,Czechia_C_Baalberge.AG,Czechia,1240k,PapacScienceAdvances2021,Czechia,>6000 BP,7.06670975,428.978333,4622.578996,3012.403244,4840.286744,2552.171198,4862.072281,2585.754083,4816.920578,2516.151636
I7188.AG,50.14576600,14.22142100,52.90932067,29.35230584,5610.000000,1089.873789,1100.269531,0.62594348,Czechia,1240k,"Makotrasy (Central Bohemian Region, Kladno District)",,,1390.693848,,,1798.997192,,,,,false,Czechia,Czechia_C_Baalberge.AG,Czechia,1240k,PapacScienceAdvances2021,Czechia,4000-6000 BP,7.49390673,305.597290,4622.578996,3012.403244,5605.219681,3483.828913,6085.999710,4118.306818,4800.685807,2422.097986
I7189.AG,50.14576600,14.22142100,46.74804736,16.63773744,5526.000000,417.613320,1401.989258,0.41843376,Czechia,1240k,"Makotrasy (Central Bohemian Region, Kladno District)",,,2167.361328,,,1838.421387,,,,,false,Czechia,Czechia_C_Baalberge.AG,Czechia,1240k,PapacScienceAdvances2021,Czechia,4000-6000 BP,7.29001126,1410.679199,4622.578996,3012.403244,4827.916718,2648.758768,4874.754105,2979.724626,4794.217453,2410.630640
I7191.AG,50.14576600,14.22142100,49.84631033,4.75134943,5657.000000,679.362456,1021.794312,0.66770452,Czechia,1240k,"Makotrasy (Central Bohemian Region, Kladno District)",,,1250.464355,,,1772.561279,,,,,false,Czechia,Czechia_C_Baalberge.AG,Czechia,1240k,PapacScienceAdvances2021,Czechia,4000-6000 BP,7.15034290,146.352631,4622.578996,3012.403244,3943.814469,2983.906519,3516.058670,3259.521509,4803.333924,2430.094141
I7192.AG,50.14576600,14.22142100,47.66323795,15.50458708,5552.000000,291.529303,1413.044434,0.40208063,Czechia,1240k,"Makotrasy (Central Bohemian Region, Kladno District)",,,2228.431152,,,1827.403687,,,,,false,Czechia,Czechia_C_Baalberge.AG,Czechia,1240k,PapacScienceAdvances2021,Czechia,4000-6000 BP,7.27478434,1573.126099,4622.578996,3012.403244,4734.272965,2743.119394,4641.640610,3232.987329,4796.565110,2413.699671
I7193.AG,50.14576600,14.22142100,46.65858418,14.78259246,5621.000000,389.852422,1330.357788,0.44951525,Czechia,1240k,"Makotrasy (Central Bohemian Region, Kladno District)",,,1984.249268,,,1793.063965,,,,,false,Czechia,Czechia_C_Baalberge_o1.AG,Czechia,1240k,PapacScienceAdvances2021,Czechia,4000-6000 BP,7.23614038,1272.623047,4622.578996,3012.403244,4687.126549,2627.931497,4547.254464,2877.805029,4801.343399,2423.889581
I7194.AG,50.14576600,14.22142100,47.57555557,8.26332470,5527.000000,522.177576,1256.971069,0.53231788,Czechia,1240k,"Makotrasy (Central Bohemian Region, Kladno District)",,,1722.819336,,,1838.018799,,,,,false,Czechia,Czechia_C_Baalberge.AG,Czechia,1240k,PapacScienceAdvances2021,Czechia,4000-6000 BP,7.22274928,776.488586,4622.578996,3012.403244,4190.267807,2719.527063,3659.566544,2990.820291,4794.314530,2410.739801
I7202.AG,50.05041530,14.36672670,47.91778651,12.13252062,4250.000000,288.146932,1043.549438,0.49157017,Czechia,1240k,"Praha-Jinonice-Butovická (Prague Region, Prague District, Prague-5)",,,1488.402100,,,1463.516235,,,,,false,Czechia,Czechia_EBA.AG,Czechia,1240k,OlaldeNature2018,Czechia,4000-6000 BP,6.98850478,473.160522,4633.569434,3002.421648,4480.456261,2758.321237,4437.256592,2978.959368,4522.223404,2544.999506
I7203.AG,50.05041530,14.36672670,48.11564423,12.08329520,4250.000000,272.318150,990.465149,0.54198116,Czechia,1240k,"Praha-Jinonice-Butovická (Prague Region, Prague District, Prague-5)",,,1345.386597,,,1463.516235,,,,,false,Czechia,Czechia_EBA.AG,Czechia,1240k,OlaldeNature2018,Czechia,4000-6000 BP,6.93597059,473.160522,4633.569434,3002.421648,4476.172997,2780.197580,4437.256592,2978.959368,4522.223404,2544.999506
I7497.AG,37.80710830,-2.54304170,56.55948837,12.15308313,900.000000,2346.103607,700.457703,0.82031471,Spain,1240k,"Cueva Romero (Andalusia, Granada, Huéscar)",,,773.377747,,,1652.439819,,,,,false,Spain,Spain_Islamic_Zira.AG,Spain,1240k,OlaldeScience2019,Spain,0-1000 BP,12.16092911,269.516327,3213.797622,1727.519265,4453.482819,3719.348261,4490.554222,3956.137872,4284.241257,2638.335550
I7498.AG,37.80710830,-2.54304170,55.61544945,11.83949484,900.000000,2248.154404,842.218506,0.74022442,Spain,1240k,"Cueva Romero (Andalusia, Granada, Huéscar)",,,978.910706,,,1652.439819,,,,,false,Spain,Spain_Islamic_Zira.AG,Spain,1240k,OlaldeScience2019,Spain,0-1000 BP,10.29868585,269.516327,3213.797622,1727.519265,4436.959168,3613.805048,4490.554222,3956.137872,4284.241257,2638.335550
I7499.AG,37.80710830,-2.54304170,55.44192708,11.78354214,900.000000,2230.246498,865.744080,0.72550917,Spain,1240k,"Cueva Romero (Andalusia, Granada, Huéscar)",,,1016.408081,,,1652.439819,,,,,false,Spain,Spain_Islamic_Zira.AG,Spain,1240k,OlaldeScience2019,Spain,0-1000 BP,10.08174440,269.516327,3213.797622,1727.519265,4433.923218,3594.413202,4490.554222,3956.137872,4284.241257,2638.335550
I7672.AG,41.98137700,2.30982400,48.00131855,15.29927970,1153.000000,1220.720844,999.864624,0.60964888,Spain,1240k,"L'Esquerda (Catalonia, Barcelona, Roda de Ter)",,,1280.563965,,,1600.344360,,,,,false,Spain,Spain_Carolingian.AG,Spain,1240k,OlaldeScience2019,Spain,1000-2500 BP,7.65290136,1036.836182,3682.609770,2130.100127,4716.272675,2779.484743,5004.782883,2862.120985,4265.678635,2650.423822
I7673.AG,41.98137700,2.30982400,47.95836311,14.99824202,1153.000000,1198.657348,1037.452515,0.57974815,Spain,1240k,"L'Esquerda (Catalonia, Barcelona, Roda de Ter)",,,1362.537842,,,1600.344360,,,,,false,Spain,Spain_Carolingian.AG,Spain,1240k,OlaldeScience2019,Spain,1000-2500 BP,7.61198104,1036.836182,3682.609770,2130.100127,4694.172943,2773.154855,5004.782883,2862.120985,4265.678635,2650.423822
I7674.AG,41.98137700,2.30982400,48.00671850,15.33757673,1153.000000,1223.527395,994.985718,0.61344904,Spain,1240k,"L'Esquerda (Catalonia, Barcelona, Roda de Ter)",,,1270.362305,,,1600.344360,,,,,false,Spain,Spain_Carolingian.AG,Spain,1240k,OlaldeScience2019,Spain,1000-2500 BP,7.65880134,1036.836182,3682.609770,2130.100127,4719.081383,2780.289240,5004.782883,2862.120985,4265.678635,2650.423822
I7675.AG,41.98137700,2.30982400,47.98929111,15.21434740,1153.000000,1214.496443,1010.604248,0.60121816,Spain,1240k,"L'Esquerda (Catalonia, Barcelona, Roda de Ter)",,,1303.362061,,,1600.344360,,,,,false,Spain,Spain_Carolingian.AG,Spain,1240k,OlaldeScience2019,Spain,1000-2500 BP,7.64040854,1036.836182,3682.609770,2130.100127,4710.041527,2777.699999,5004.782883,2862.120985,4265.678635,2650.423822
I7676.AG,41.98137700,2.30982400,47.99885449,15.28183810,1153.000000,1219.442639,1002.079041,0.60791790,Spain,1240k,"L'Esquerda (Catalonia, Barcelona, Roda de Ter)",,,1285.226074,,,1600.344360,,,,,false,Spain,Spain_Carolingian.AG,Spain,1240k,OlaldeScience2019,Spain,1000-2500 BP,7.65027033,1036.836182,3682.609770,2130.100127,4714.993302,2779.118303,5004.782883,2862.120985,4265.678635,2650.423822
I7949.AG,50.54805600,13.77611100,48.85271205,13.69894820,3022.000000,188.653175,966.977417,0.73280442,Czechia,1240k,"Bílina (Ústecký Region, Teplice District)",,,1129.593750,,,1870.689331,,,,,false,Czechia,Czechia_BA_Veterov_2.AG,Czechia,1240k,NarasimhanPattersonScience2019,Czechia,2500-4000 BP,6.89320632,66.102402,4588.518544,3055.365228,4592.411076,2866.752215,4625.845066,3003.874735,4500.715798,2490.683191
I8567.AG,38.76227100,-0.58698100,54.49954124,-0.60388549,5350.000000,1748.833094,814.446838,0.81240612,Spain,1240k,"La Coveta Emparetà (Valencian community, Valencia, Bocairent)",,,903.599915,,,1880.413696,,,,,false,Spain,Spain_MLN.AG,Spain,1240k,OlaldeScience2019,Spain,4000-6000 BP,9.00788239,72.095085,3398.229000,1805.989720,3636.662003,3538.492792,3374.792069,3801.036676,4770.732590,2401.503870
I8568.AG,38.76227100,-0.58698100,45.98796929,17.46922216,5387.000000,1684.682792,1449.136353,0.40366322,Spain,1240k,"La Coveta Emparetà (Valencian community, Valencia, Bocairent)",,,2280.865479,,,1876.564331,,,,,false,Spain,Spain_MLN.AG,Spain,1240k,OlaldeScience2019,Spain,4000-6000 BP,7.95447573,1658.203979,3398.229000,1805.989720,4899.336411,2570.733240,5080.824356,2820.150995,4776.486359,2401.901209
I8569.AG,40.30277700,0.27970000,49.81832270,18.68543091,4692.000000,1785.098881,1172.068359,0.46453533,Spain,1240k,"Cova dels Diablets (Valencia community, Castellón, Alcalá de Xivert)",,,1719.663940,,,1601.723511,,,,,false,Spain,Spain_C.AG,Spain,1240k,OlaldeScience2019,Spain,4000-6000 BP,8.22634017,930.749939,3493.046987,1965.024491,4944.462449,3004.241106,5334.065751,3595.130426,4606.467235,2491.622827
I0026.AG,48.85000000,9.21700000,49.13306164,14.09607410,7125.000000,358.481062,832.582764,0.45786285,Germany,1240k,"Viesenhaeuser-Hof (Baden-Württemberg, Stuttgart, Stuttgart-Stadtkreis)",,,1230.437988,,,1130.766357,,,,,false,Germany,Germany_EN_LBK.AG,Germany,1240k,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),Germany,>6000 BP,6.81722578,50.278496,4263.517595,2859.941887,4619.817898,2899.423097,4395.929703,3192.541467,4808.903077,2651.869470
I0157.AG,52.08000000,0.18000000,48.63586708,13.82659550,1227.000000,1041.739878,1099.767334,0.51856792,UnitedKingdom,1240k,"Hinxton (England, South Cambridgeshire, East Anglia)",,,1527.207275,,,1585.014771,,,,,false,UnitedKingdom,England_EarlyMedieval_Saxon.AG,United Kingdom,1240k,GretzingerNature2022 (new version of individual previously published in SchiffelsNatureCommunications2016),UnitedKingdom,1000-2500 BP,7.45148252,950.070618,3650.139103,3264.211954,4602.992491,2843.150919,4921.050217,3018.480280,4260.400986,2654.297296
I0159.AG,52.08000000,0.18000000,47.66790212,13.51686807,1234.000000,1074.644666,1103.291260,0.51458609,UnitedKingdom,1240k,"Hinxton (England, South Cambridgeshire, East Anglia)",,,1538.016968,,,1583.558350,,,,,false,UnitedKingdom,England_EarlyMedieval_Saxon.AG,United Kingdom,1240k,GretzingerNature2022 (new version of individual previously published in SchiffelsNatureCommunications2016),UnitedKingdom,1000-2500 BP,7.48042546,980.977173,3650.139103,3264.211954,4585.180543,2734.534067,4892.011856,2809.864710,4259.909378,2654.676218
