sample_id,true_lat,true_lon,pred_lat,pred_lon,age_bp,error_km,sigma_final,alpha_precision,group,sequencing_type,locality_id,age_bin,split,nll,sigma_knn_corrected,raw_sigma_knn,sigma_mlp,political_entity,pulldown_strategy,data_type,publication
I1907.AG,47.63868000,17.36453000,47.60718854,18.25454403,6183.000000,66.969387,949.746948,0.36751431,Hungary_C_Balaton_Lasinja.AG,1240k,"Proletár-dülö-M85-2 (Győr-Moson-Sopron County, Csorna)",>6000 BP,test,6.85868161,1566.645630,853.842468,1194.215088,Hungary,Native Pulldown on 3.2M snpset,1240k,LipsonNature2017
I1770.AG,54.20194900,-0.43435500,49.01545757,14.81406959,3950.000000,1199.652690,1143.344971,0.66259861,England_BellBeaker.AG,1240k,"Staxton Beacon (England, North Yorkshire, Staxton)",2500-4000 BP,test,7.59217436,1404.598022,656.782410,1968.356934,United Kingdom,Native Pulldown on 3.2M snpset,1240k,OlaldeNature2018
I1840.AG,42.57315380,-2.62193800,45.90797917,18.61639630,3475.000000,1731.930754,1483.765991,0.47119507,Spain_EBA.AG,1240k,"El Sotillo (Basque Country, Álava, Laguardia)",2500-4000 BP,test,7.98357886,2161.548828,1618.202148,2040.411133,Spain,Native Pulldown on 3.2M snpset,1240k,OlaldeScience2019
I1896.AG,45.59690000,18.28247000,47.51585483,16.56991582,7190.000000,250.019895,647.924927,0.14004976,Hungary_MN_Vinca.AG,1240k,Szederkény-Kukorica-dülö,>6000 BP,test,6.54822570,1731.344604,822.906372,698.695679,Hungary,Native Pulldown on 3.2M snpset,1240k,LipsonNature2017
I2417.AG,51.16802300,-1.77254020,49.34811039,12.14228729,4250.000000,1010.713914,1072.848389,0.68833303,England_BellBeaker_lowEEF.AG,1240k,"Amesbury Down (England, Wiltshire)",4000-6000 BP,test,7.42183411,1293.120728,438.400208,1921.732666,United Kingdom,Native Pulldown on 3.2M snpset,1240k,OlaldeNature2018
I2458.AG,51.16802300,-1.77254020,46.49845137,16.91858713,3331.000000,1461.841504,1329.030518,0.58409643,England_MBA_highEEF.AG,1240k,"Amesbury Down (England, Wiltshire)",2500-4000 BP,test,7.79712882,1738.972290,1219.849731,2060.813232,United Kingdom,Native Pulldown on 3.2M snpset,1240k,OlaldeNature2018
I2470.AG,42.57315380,-2.62193800,46.90339278,17.15162195,3275.000000,1633.343482,1457.875488,0.50299895,Spain_MBA.AG,1240k,"El Sotillo (Basque Country, Álava, Laguardia)",2500-4000 BP,test,7.91233731,2055.591797,1483.912598,2067.958252,Spain,Native Pulldown on 3.2M snpset,1240k,OlaldeScience2019
I2532.AG,45.46600000,27.01000000,46.39813568,18.08012452,7614.000000,698.540932,961.435730,0.21121337,Romania_Eneolithic_oEEF.AG,1240k,"Coțatcu (Buzău County, Podgoria)",>6000 BP,test,7.13237258,2091.989746,1222.732910,1082.531372,Romania,Native Pulldown on 3.2M snpset,1240k,MathiesonNature2018
I2533.AG,44.26666700,23.90000000,47.91508788,23.17507632,7371.000000,409.357432,696.258728,0.34858871,Romania_Eneolithic_oEEF.AG,1240k,"Cârcea (Dolj County, Cârcea)",>6000 BP,test,6.71855727,1179.271973,132.896698,862.666626,Romania,Native Pulldown on 3.2M snpset,1240k,MathiesonNature2018
I2566.AG,51.16802300,-1.77254020,48.31523754,11.91235657,4078.000000,1034.182702,1252.685669,0.58667797,England_C_EBA.AG,1240k,"Amesbury Down (England, Wiltshire)",4000-6000 BP,test,7.47382995,1635.468628,1004.156616,1948.488525,United Kingdom,Native Pulldown on 3.2M snpset,1240k,OlaldeNature2018
I2639.AG,51.16802300,-1.77254020,53.70799179,14.98080834,3430.000000,1170.335533,904.523987,0.80473691,England_MBA.AG,1240k,"Amesbury Down (England, Wiltshire)",2500-4000 BP,test,7.64445730,1008.307800,160.211014,2046.963379,United Kingdom,Native Pulldown on 3.2M snpset,1240k,OlaldeNature2018
I2752.AG,46.78469000,17.73171400,48.49965143,19.68800003,5175.000000,241.180292,1292.778198,0.42754927,Hungary_LateC_Baden.AG,1240k,"Balatonlelle-Felső-Gamász (Somogy County, Fonyód)",4000-6000 BP,test,7.18195108,1977.110474,1233.967773,1708.657227,Hungary,Native Pulldown on 3.2M snpset,1240k,LipsonNature2017
I2753.AG,46.78469000,17.73171400,50.57902157,15.55894224,5085.000000,450.962539,1094.285400,0.60386080,Hungary_LateC_Baden.AG,1240k,"Balatonlelle-Felső-Gamász (Somogy County, Fonyód)",4000-6000 BP,test,7.08277287,1408.193115,566.972168,1738.628174,Hungary,Native Pulldown on 3.2M snpset,1240k,LipsonNature2017
I2754.AG,46.78469000,17.73171400,51.45135864,10.93904342,5140.000000,716.702962,1108.938721,0.58460611,Hungary_LateC_Baden.AG,1240k,"Balatonlelle-Felső-Gamász (Somogy County, Fonyód)",4000-6000 BP,test,7.22000817,1450.360229,623.442993,1720.590454,Hungary,Native Pulldown on 3.2M snpset,1240k,LipsonNature2017
I2755.AG,46.78469000,17.73171400,48.50218387,19.72165429,5175.000000,242.955902,1288.462280,0.43136501,Hungary_LateC_Baden.AG,1240k,"Balatonlelle-Felső-Gamász (Somogy County, Fonyód)",4000-6000 BP,test,7.17898270,1961.775269,1233.967773,1708.657227,Hungary,Native Pulldown on 3.2M snpset,1240k,LipsonNature2017
I2982.AG,58.96498000,-3.27170000,48.98982561,10.14949311,2250.000000,1410.175399,844.479004,0.53110176,Scotland_MIA.AG,1240k,"Bu (Scotland, Orkney)",1000-2500 BP,test,8.13296315,1158.777344,537.565979,1233.245605,United Kingdom,Native Pulldown on 3.2M snpset,1240k,PattersonNature2021
I2983.AG,58.96498000,-3.27170000,49.07749091,12.77421580,2257.000000,1512.983806,844.996033,0.53510249,Scotland_MIA.AG,1240k,"Bu (Scotland, Orkney)",1000-2500 BP,test,8.34231607,1155.144165,569.292603,1239.298828,United Kingdom,Native Pulldown on 3.2M snpset,1240k,PattersonNature2021
I2988.AG,55.44138900,-5.24361100,49.34521885,14.92982029,5398.000000,1522.778139,992.345520,0.62666261,Scotland_N.AG,1240k,"Clachaig (Scotland, Isle of Arran, Lagg)",4000-6000 BP,test,8.07745350,1253.562500,252.447952,1624.097656,United Kingdom,Native Pulldown on 3.2M snpset,1240k,OlaldeNature2018
I3033.AG,51.63253000,-4.69290300,48.54577593,15.60581649,5533.000000,1486.460411,1287.333252,0.32369906,Wales_N.AG,1240k,"Ogof-Yr-Ychen (Wales, Pembrokeshire, Caldey Island)",4000-6000 BP,test,7.82697326,2262.665039,1471.820068,1565.384399,United Kingdom,Native Pulldown on 3.2M snpset,1240k,BraceDiekmannNatureEcologyEvolution2019
I3044.AG,53.23453300,-0.54080400,57.05069220,17.37970428,856.000000,1215.024933,717.279358,0.77156109,England_EarlyMedieval_Saxon.AG,1240k,"Lincoln Castle (England, Lincolnshire, Lincoln)",0-1000 BP,test,8.01017404,816.588318,164.776062,1500.732544,United Kingdom,Native Pulldown on 3.2M snpset,1240k,GretzingerNature2022
I3045.AG,53.23453300,-0.54080400,54.62455418,33.41358906,860.000000,2210.459530,819.899841,0.69987243,England_EarlyMedieval_Saxon.AG,1240k,"Lincoln Castle (England, Lincolnshire, Lincoln)",0-1000 BP,test,10.34342162,980.057068,217.955475,1496.607422,United Kingdom,Native Pulldown on 3.2M snpset,1240k,GretzingerNature2022
I3309.AG,37.04476800,27.43655100,43.57901032,24.33010835,2127.000000,766.003462,743.088257,0.58363086,Turkey_Aegean_Bodrum_Halikarnassos_Ancient1.AG,1240k,"Halikarnassos (Muğla, Bodrum, Yokuşbaşı)",1000-2500 BP,test,7.14212810,972.682922,196.004578,1151.598633,Turkey,Native Pulldown on 3.2M snpset,1240k,LazaridisAlpaslanRoodenbergScience2022
I3311.AG,37.04476800,27.43655100,43.07902411,25.76703764,2127.000000,680.803464,681.800110,0.64948082,Turkey_Aegean_Bodrum_Halikarnassos_Ancient1.AG,1240k,"Halikarnassos (Muğla, Bodrum, Yokuşbaşı)",1000-2500 BP,test,7.02327580,846.006897,196.004578,1151.598633,Turkey,Native Pulldown on 3.2M snpset,1240k,LazaridisAlpaslanRoodenbergScience2022
I3322.AG,40.50670000,0.43140000,46.68787889,20.69786333,2500.000000,1769.573476,1246.572998,0.42815530,Spain_IA.AG,1240k,"Puig de la Misericordia (Valencian Community, Castellón, Vinaròs)",2500-4000 BP,test,8.13571545,1905.096802,1444.995850,1648.460938,Spain,Native Pulldown on 3.2M snpset,1240k,OlaldeScience2019
I3432.AG,38.38700000,-7.55000000,50.29601088,19.56931631,4924.000000,2507.354908,1284.494141,0.48303071,Portugal_C.AG,1240k,"Perdigões (Évora, Reguengos de Monsaraz)",4000-6000 BP,test,9.06330621,1848.182007,1119.179932,1786.486572,Portugal,Native Pulldown on 3.2M snpset,1240k,OlaldeScience2019
I3494.AG,38.84940000,-0.87138000,46.68358942,15.36790741,3781.000000,1582.621654,1471.066040,0.45598215,Spain_EBA.AG,1240k,"Coveta del Frare (Valencian Community, Valencia, La Font de la Figuera)",2500-4000 BP,test,7.87245113,2178.503418,1524.640137,1994.461060,Spain,Native Pulldown on 3.2M snpset,1240k,OlaldeScience2019
I3536.AG,47.63868000,17.36453000,47.68124651,16.30039230,7050.000000,80.059589,577.948914,0.14510886,Hungary_MN_LBK.AG,1240k,"Proletár-dülö-M85-2 (Győr-Moson-Sopron County, Csorna)",>6000 BP,test,6.36907988,1517.198853,426.182678,625.077759,Hungary,Native Pulldown on 3.2M snpset,1240k,LipsonNature2017
I3717.AG,48.91422000,33.76493000,47.30534686,17.43509189,7242.000000,1224.122799,696.496155,0.11862884,Ukraine_N.AG,1240k,"Deriivka-1 (Kirovohrad Oblast, Oleksandriia District, Onufriivka municipality)",>6000 BP,test,8.09054314,2022.197632,1200.063599,741.889648,Ukraine,Native Pulldown on 3.2M snpset,1240k,MathiesonNature2018
I3980.AG,37.17750000,-3.60916670,47.82001890,9.19652636,1387.000000,1571.869060,881.952698,0.47809353,Spain_Roman_oAfrica.AG,1240k,"Paseíllos universitarios-Fuentenueva (Andalusia, Granada, Granada)",1000-2500 BP,test,8.37036387,1275.524658,885.251770,1220.812378,Spain,Native Pulldown on 3.2M snpset,1240k,OlaldeScience2019
I4111.AG,48.91422000,33.76493000,47.99786107,11.67680113,6593.000000,1627.464172,706.437622,0.36597455,Ukraine_N.AG,1240k,"Deriivka-1 (Kirovohrad Oblast, Oleksandriia District, Onufriivka municipality)",>6000 BP,test,9.21389466,1167.745972,116.234886,887.197815,Ukraine,Native Pulldown on 3.2M snpset,1240k,MathiesonNature2018
I4112.AG,48.91422000,33.76493000,46.21271445,13.68840559,7359.000000,1533.745717,692.888428,0.33727813,Ukraine_N.AG,1240k,"Deriivka-1 (Kirovohrad Oblast, Oleksandriia District, Onufriivka municipality)",>6000 BP,test,8.99077889,1193.078979,143.269943,851.133484,Ukraine,Native Pulldown on 3.2M snpset,1240k,MathiesonNature2018
I4114.AG,48.91422000,33.76493000,47.47679069,18.20150666,7350.000000,1163.277631,682.809326,0.34314710,Ukraine_N.AG,1240k,"Deriivka-1 (Kirovohrad Oblast, Oleksandriia District, Onufriivka municipality)",>6000 BP,test,7.97745107,1165.626099,58.199036,842.491211,Ukraine,Native Pulldown on 3.2M snpset,1240k,MathiesonNature2018
I4187.AG,47.48042600,21.50185800,47.68112977,16.30055377,7050.000000,391.592593,577.982544,0.14500938,Hungary_MN_AVK_Esztar.AG,1240k,"Ebes-Zsongvölgy (Hajdú-Bihar County, Hajdúszoboszló)",>6000 BP,test,6.58905783,1517.807373,426.182678,625.077759,Hungary,Native Pulldown on 3.2M snpset,1240k,LipsonNature2017
I4189.AG,46.20452300,18.72991600,46.88170925,14.37165231,6050.000000,342.498392,922.797607,0.48204061,Hungary_C_Balaton_Lasinja.AG,1240k,"Alsónyék-11 (Tolna County, Szekszárd)",>6000 BP,test,6.89628692,1329.121460,608.557434,1282.208496,Hungary,Native Pulldown on 3.2M snpset,1240k,LipsonNature2017
I4432.AG,56.28330000,25.13330000,44.70593937,20.15547818,7958.000000,1337.020183,1058.461060,0.32958156,Latvia_Mesolithic.AG,1240k,"Zvejnieki (Zemgale, Neretas District)",>6000 BP,test,7.76237521,1843.713501,873.549194,1292.712402,Latvia,Native Pulldown on 3.2M snpset,1240k,MathiesonNature2018
I4434.AG,56.28330000,25.13330000,47.86989114,21.03163519,7441.000000,978.868329,796.661560,0.26550955,Latvia_Mesolithic.AG,1240k,"Zvejnieki (Zemgale, Neretas District)",>6000 BP,test,7.43529763,1546.086426,769.595215,929.567139,Latvia,Native Pulldown on 3.2M snpset,1240k,MathiesonNature2018
I4435.AG,56.28330000,25.13330000,48.94850720,6.78993688,5972.000000,1477.977374,868.669128,0.57406735,Latvia_MN_o3.AG,1240k,"Zvejnieki (Zemgale, Neretas District)",4000-6000 BP,test,8.21438974,1146.497192,167.291840,1331.018066,Latvia,Native Pulldown on 3.2M snpset,1240k,MathiesonNature2018
I4437.AG,56.28330000,25.13330000,48.83329104,17.83137775,6164.000000,964.926668,917.829590,0.42189437,Latvia_MN.AG,1240k,"Zvejnieki (Zemgale, Neretas District)",>6000 BP,test,7.37464181,1413.058716,702.950256,1207.142334,Latvia,Native Pulldown on 3.2M snpset,1240k,MathiesonNature2018
I4438.AG,56.28330000,25.13330000,47.40735216,17.91890380,7248.000000,1105.287825,698.884399,0.12511908,Latvia_Mesolithic.AG,1240k,"Zvejnieki (Zemgale, Neretas District)",>6000 BP,test,7.80006133,1975.802612,1156.800537,747.189697,Latvia,Native Pulldown on 3.2M snpset,1240k,MathiesonNature2018
I4439.AG,56.28330000,25.13330000,46.28210994,19.70559691,7646.000000,1176.395783,905.320862,0.33192375,Latvia_Mesolithic.AG,1240k,"Zvejnieki (Zemgale, Neretas District)",>6000 BP,test,7.65254097,1571.387817,666.296021,1107.616821,Latvia,Native Pulldown on 3.2M snpset,1240k,MathiesonNature2018
I4440.AG,56.28330000,25.13330000,47.58121191,17.42890030,7074.000000,1103.028875,568.229126,0.19049615,Latvia_Mesolithic.AG,1240k,"Zvejnieki (Zemgale, Neretas District)",>6000 BP,test,8.22659365,1301.908325,0.001000,631.559143,Latvia,Native Pulldown on 3.2M snpset,1240k,MathiesonNature2018
I5374.AG,51.27900000,-2.74332400,50.63676247,18.83332494,4480.000000,1511.264098,1336.423462,0.49682713,England_N.AG,1240k,"Totty Pot (England, Somerset, Cheddar)",4000-6000 BP,test,7.83713743,1896.013550,1265.468262,1884.019775,United Kingdom,Native Pulldown on 3.2M snpset,1240k,OlaldeNature2018
I5408.AG,44.51700000,22.72200000,46.55903436,17.85684687,8704.000000,441.238377,1277.942505,0.31364483,Romania_IronGates_Mesolithic.AG,1240k,"Ostrovul-Corbului (Mehedinți County, Hinova)",>6000 BP,test,7.21261319,2281.876953,1520.383911,1542.541382,Romania,Native Pulldown on 3.2M snpset,1240k,MathiesonNature2018 (different sampling from an individual first published in GonzalesFortesCurrentBiology2017)
I5429.AG,38.38700000,-7.55000000,55.56056683,14.18415537,4866.000000,2495.838814,916.450867,0.74133956,Portugal_C.AG,1240k,"Perdigões (Évora, Reguengos de Monsaraz)",4000-6000 BP,test,10.52889247,1064.389526,97.887428,1801.956177,Portugal,Native Pulldown on 3.2M snpset,1240k,OlaldeScience2019
I6184.AG,46.18961900,27.66953200,45.59990714,16.33209337,3625.000000,881.377991,1501.551514,0.44641507,Romania_MLBA.AG,1240k,"Trestiana (Vaslui County, Grivița)",2500-4000 BP,test,7.48652589,2247.350342,1659.674683,2018.125000,Romania,Native Pulldown on 3.2M snpset,1240k,LazaridisAlpaslanRoodenbergScience2022
I6185.AG,46.18961900,27.66953200,48.69648299,13.59694238,3685.000000,1093.181929,1342.919678,0.55320853,Romania_MLBA.AG,1240k,"Trestiana (Vaslui County, Grivița)",2500-4000 BP,test,7.53392685,1805.533813,1311.217407,2009.081787,Romania,Native Pulldown on 3.2M snpset,1240k,LazaridisAlpaslanRoodenbergScience2022
I6186.AG,46.18961900,27.66953200,44.14678249,17.09940548,3508.000000,862.111762,877.166138,0.81430590,Romania_MLBA.AG,1240k,"Trestiana (Vaslui County, Grivița)",2500-4000 BP,test,7.25968118,972.048828,126.496620,2035.554565,Romania,Native Pulldown on 3.2M snpset,1240k,LazaridisAlpaslanRoodenbergScience2022
I6468.AG,50.16666700,14.31666700,48.67655222,11.74482768,4150.000000,249.618930,1100.056885,0.67757535,Czechia_BellBeaker.AG,1240k,"Velké-Přílepy (Central Bohemian Region, Prague-West District)",4000-6000 BP,test,7.02886228,1336.399536,656.371704,1937.318481,Czechia,Native Pulldown on 3.2M snpset,1240k,OlaldeNature2018
I6471.AG,40.49033000,-3.37388800,47.81038741,11.00619392,4200.000000,1402.131766,1190.964355,0.61903328,Spain_C_oSteppe.AG,1240k,"La Magdalena (Comunidad de Madrid, Madrid, Alcalá de Henares)",4000-6000 BP,test,7.77554561,1513.706787,801.624084,1929.546387,Spain,Native Pulldown on 3.2M snpset,1240k,OlaldeNature2018
I6480.AG,50.16666700,14.31666700,48.67349940,11.78078051,4150.000000,247.906841,1109.904907,0.67177659,Czechia_BellBeaker.AG,1240k,"Velké-Přílepy (Central Bohemian Region, Prague-West District)",4000-6000 BP,test,7.03697416,1354.170532,656.371704,1937.318481,Czechia,Native Pulldown on 3.2M snpset,1240k,OlaldeNature2018
I6531.AG,50.23000000,18.22000000,54.50062342,2.15495803,4113.000000,1189.174313,903.926514,0.78358173,Poland_ChopiceVeseleCulture.AG,1240k,"Dzielnica (Opole Province, Kędzierzyn-Koźle County, Cisek)",4000-6000 BP,test,7.67210403,1021.153381,150.083084,1943.059814,Poland,Native Pulldown on 3.2M snpset,1240k,OlaldeNature2018
I6534.AG,50.09000000,18.10000000,47.94320869,14.11918521,4237.000000,376.729778,1361.867065,0.49885532,Poland_BellBeaker.AG,1240k,"Kornice (Silesian Province, Racibórz County, Pietrowice Wielkie)",4000-6000 BP,test,7.25487325,1928.179321,1309.698486,1923.770020,Poland,Native Pulldown on 3.2M snpset,1240k,OlaldeNature2018
I6537.AG,50.11000000,18.21000000,46.89962078,16.03850806,4130.000000,391.749751,1218.376465,0.60575128,Poland_ChopiceVeseleCulture.AG,1240k,"Racibórz-Stara-Wieś (Silesian Province, Racibórz County, Racibórz)",4000-6000 BP,test,7.15696662,1565.432373,952.805115,1940.422729,Poland,Native Pulldown on 3.2M snpset,1240k,OlaldeNature2018
I6582.AG,50.09000000,18.10000000,49.69466382,14.80674989,4171.000000,240.616631,923.716919,0.77189273,Poland_BellBeaker.AG,1240k,"Kornice (Silesian Province, Racibórz County, Pietrowice Wielkie)",4000-6000 BP,test,6.86233251,1051.381714,98.189651,1934.057251,Poland,Native Pulldown on 3.2M snpset,1240k,OlaldeNature2018
I6457.AG,36.71965300,42.85244900,46.91050108,16.44405351,10700.000000,2425.109240,1147.514282,0.55700099,Iraq_PPNA.AG,1240k,"Nemrik 9 (Iraqi Kurdistan Region, Duhok Governorate, Simele District)",>6000 BP,test,9.27849579,1537.553101,1063.086060,1724.077393,Iraq,Native Pulldown on 3.2M snpset,1240k,LazaridisAlpaslanRoodenbergScience2022
I0054.AG,51.66000000,11.53000000,47.57972057,17.41214258,7074.000000,621.038486,569.515259,0.18682757,Germany_EN_LBK.AG,1240k,"Unterwiederstedt (Sachsen-Anhalt, Sachsen-Anhalt, Mansfeld-Südharz)",>6000 BP,test,6.93934642,1317.603882,0.001000,631.559143,Germany,Native Pulldown on 3.2M snpset,1240k,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)
I0406.AG,41.25220000,-2.32622000,48.09918649,3.60267313,5700.000000,890.616758,882.863586,0.64620525,Spain_MLN.AG,1240k,"La Mina (Castilla y León, Soria, Alcubilla de las Peñas)",4000-6000 BP,test,7.29199111,1098.268066,98.562332,1484.286987,Spain,Native Pulldown on 3.2M snpset,1240k,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)
I0408.AG,41.25220000,-2.32622000,49.21394269,13.81496466,5686.000000,1538.245679,1130.070923,0.42589822,Spain_MLN.AG,1240k,"La Mina (Castilla y León, Soria, Alcubilla de las Peñas)",4000-6000 BP,test,7.95646013,1731.620728,987.258179,1491.458740,Spain,Native Pulldown on 3.2M snpset,1240k,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)
I10045.AG,45.44820000,17.63880000,46.88271788,14.37324542,6050.000000,297.991564,923.201782,0.48158690,Croatia_C_Lasinja.AG,1240k,"Potočani (Požega-Slavonia County, Općina Velika)",>6000 BP,test,6.87994146,1330.329712,608.557434,1282.208496,Croatia,Native Pulldown on 3.2M snpset,1240k,NovakPLoSOne2021
I10046.AG,45.44820000,17.63880000,46.87907980,14.36749943,6050.000000,298.159700,921.743347,0.48322341,Croatia_C_Lasinja.AG,1240k,"Potočani (Požega-Slavonia County, Općina Velika)",>6000 BP,test,6.87858443,1325.977173,608.557434,1282.208496,Croatia,Native Pulldown on 3.2M snpset,1240k,NovakPLoSOne2021
I10047.AG,45.44820000,17.63880000,46.88137153,14.37111887,6050.000000,298.053658,922.662354,0.48219255,Croatia_C_Lasinja.AG,1240k,"Potočani (Požega-Slavonia County, Općina Velika)",>6000 BP,test,6.87943966,1328.717163,608.557434,1282.208496,Croatia,Native Pulldown on 3.2M snpset,1240k,NovakPLoSOne2021
I10048.AG,45.44820000,17.63880000,46.88233698,14.37264385,6050.000000,298.009111,923.049194,0.48175824,Croatia_C_Lasinja.AG,1240k,"Potočani (Požega-Slavonia County, Općina Velika)",>6000 BP,test,6.87979953,1329.873413,608.557434,1282.208496,Croatia,Native Pulldown on 3.2M snpset,1240k,NovakPLoSOne2021
I10049.AG,45.44820000,17.63880000,46.88309530,14.37384140,6050.000000,297.974196,923.352783,0.48141718,Croatia_C_Lasinja.AG,1240k,"Potočani (Požega-Slavonia County, Općina Velika)",>6000 BP,test,6.88008190,1330.781982,608.557434,1282.208496,Croatia,Native Pulldown on 3.2M snpset,1240k,NovakPLoSOne2021
I10050.AG,45.44820000,17.63880000,46.87381768,14.35919045,6050.000000,298.404829,919.630127,0.48559028,Croatia_C_Lasinja.AG,1240k,"Potočani (Požega-Slavonia County, Općina Velika)",>6000 BP,test,6.87661633,1319.709106,608.557434,1282.208496,Croatia,Native Pulldown on 3.2M snpset,1240k,NovakPLoSOne2021
I10052.AG,45.44820000,17.63880000,49.05320260,18.51305159,6095.000000,406.460588,1038.472412,0.31321523,Croatia_C_Lasinja.AG,1240k,"Potočani (Požega-Slavonia County, Općina Velika)",>6000 BP,test,7.02210399,1855.553833,1166.210205,1253.096924,Croatia,Native Pulldown on 3.2M snpset,1240k,NovakPLoSOne2021
I10053.AG,45.44820000,17.63880000,46.87746812,14.36495414,6050.000000,298.234545,921.096680,0.48394841,Croatia_C_Lasinja.AG,1240k,"Potočani (Požega-Slavonia County, Općina Velika)",>6000 BP,test,6.87798240,1324.053955,608.557434,1282.208496,Croatia,Native Pulldown on 3.2M snpset,1240k,NovakPLoSOne2021
I10054.AG,45.44820000,17.63880000,46.88329452,14.37415640,6050.000000,297.965007,923.432800,0.48132747,Croatia_C_Lasinja.AG,1240k,"Potočani (Požega-Slavonia County, Općina Velika)",>6000 BP,test,6.88015633,1331.021118,608.557434,1282.208496,Croatia,Native Pulldown on 3.2M snpset,1240k,NovakPLoSOne2021
I10056.AG,45.44820000,17.63880000,46.88016155,14.36920765,6050.000000,298.109603,922.177246,0.48273689,Croatia_C_Lasinja.AG,1240k,"Potočani (Požega-Slavonia County, Općina Velika)",>6000 BP,test,6.87898827,1327.269653,608.557434,1282.208496,Croatia,Native Pulldown on 3.2M snpset,1240k,NovakPLoSOne2021
I10057.AG,45.44820000,17.63880000,46.88148543,14.37129897,6050.000000,298.048386,922.708069,0.48214129,Croatia_C_Lasinja.AG,1240k,"Potočani (Požega-Slavonia County, Općina Velika)",>6000 BP,test,6.87948219,1328.853638,608.557434,1282.208496,Croatia,Native Pulldown on 3.2M snpset,1240k,NovakPLoSOne2021
I10062.AG,45.44820000,17.63880000,46.88162534,14.37151965,6050.000000,298.041948,922.763977,0.48207840,Croatia_C_Lasinja.AG,1240k,"Potočani (Požega-Slavonia County, Općina Velika)",>6000 BP,test,6.87953420,1329.020874,608.557434,1282.208496,Croatia,Native Pulldown on 3.2M snpset,1240k,NovakPLoSOne2021
I10063.AG,45.44820000,17.63880000,46.88104415,14.37060163,6050.000000,298.068790,922.531128,0.48233983,Croatia_C_Lasinja.AG,1240k,"Potočani (Požega-Slavonia County, Općina Velika)",>6000 BP,test,6.87931757,1328.325317,608.557434,1282.208496,Croatia,Native Pulldown on 3.2M snpset,1240k,NovakPLoSOne2021
I10064.AG,45.44820000,17.63880000,46.87809759,14.36594831,6050.000000,298.205282,921.349365,0.48366523,Croatia_C_Lasinja.AG,1240k,"Potočani (Požega-Slavonia County, Općina Velika)",>6000 BP,test,6.87821767,1324.804810,608.557434,1282.208496,Croatia,Native Pulldown on 3.2M snpset,1240k,NovakPLoSOne2021
I10065.AG,45.44820000,17.63880000,46.88179756,14.37179185,6050.000000,298.033987,922.833069,0.48200089,Croatia_C_Lasinja.AG,1240k,"Potočani (Požega-Slavonia County, Općina Velika)",>6000 BP,test,6.87959848,1329.227295,608.557434,1282.208496,Croatia,Native Pulldown on 3.2M snpset,1240k,NovakPLoSOne2021
I10069.AG,45.44820000,17.63880000,46.88114397,14.37075936,6050.000000,298.064174,922.571106,0.48229492,Croatia_C_Lasinja.AG,1240k,"Potočani (Požega-Slavonia County, Općina Velika)",>6000 BP,test,6.87935476,1328.444702,608.557434,1282.208496,Croatia,Native Pulldown on 3.2M snpset,1240k,NovakPLoSOne2021
I10070.AG,45.44820000,17.63880000,46.88324294,14.37407476,6050.000000,297.967391,923.411987,0.48135072,Croatia_C_Lasinja.AG,1240k,"Potočani (Požega-Slavonia County, Općina Velika)",>6000 BP,test,6.88013697,1330.959106,608.557434,1282.208496,Croatia,Native Pulldown on 3.2M snpset,1240k,NovakPLoSOne2021
I10071.AG,45.44820000,17.63880000,46.86792992,14.34989695,6050.000000,298.681775,917.260315,0.48823816,Croatia_C_Lasinja.AG,1240k,"Potočani (Požega-Slavonia County, Općina Velika)",>6000 BP,test,6.87440673,1312.734009,608.557434,1282.208496,Croatia,Native Pulldown on 3.2M snpset,1240k,NovakPLoSOne2021
I10072.AG,45.44820000,17.63880000,46.88189311,14.37194277,6050.000000,298.029579,922.871338,0.48195791,Croatia_C_Lasinja.AG,1240k,"Potočani (Požega-Slavonia County, Općina Velika)",>6000 BP,test,6.87963408,1329.341675,608.557434,1282.208496,Croatia,Native Pulldown on 3.2M snpset,1240k,NovakPLoSOne2021
I10092.AG,32.58472000,35.01694000,45.64398677,22.03295214,3750.000000,1804.404498,1507.338623,0.43152955,Israel_MLBA.AG,1240k,Megiddo (Jezreel Valley),2500-4000 BP,test,8.03460080,2294.592285,1644.084717,1999.202759,Israel,Native Pulldown on 3.2M snpset,1240k,AgranatTamirWaldmanCell2020
I10093.AG,32.58472000,35.01694000,45.66190120,21.99536022,3750.000000,1807.830484,1511.032227,0.42874008,Israel_MLBA.AG,1240k,Megiddo (Jezreel Valley),2500-4000 BP,test,8.03625973,2307.685791,1644.084717,1999.202759,Israel,Native Pulldown on 3.2M snpset,1240k,AgranatTamirWaldmanCell2020
I10097.AG,32.58472000,35.01694000,57.53231129,1.29090665,3500.000000,3740.761156,856.222229,0.82327253,Israel_MLBA.AG,1240k,Megiddo (Jezreel Valley),2500-4000 BP,test,16.29623407,943.658142,218.385788,2036.734863,Israel,Native Pulldown on 3.2M snpset,1240k,AgranatTamirWaldmanCell2020
