sample_id,true_lat,true_lon,pred_lat,pred_lon,age_bp,error_km,sigma_final,alpha_precision,group,sequencing_type,locality_id,age_bin,split,nll,sigma_knn_corrected,raw_sigma_knn,sigma_mlp,political_entity,pulldown_strategy,data_type,publication
MT-74.SG,46.10494000,19.38319000,49.01808743,17.25186238,1286.000000,360.930830,874.906311,0.47356912,Hungary_MidAvar_oEastAsiaHigh.SG,Shotgun,"Madaras-Téglavető (Bács-Kiskun County, Bácsalmás)",1000-2500 BP,test,6.85921001,1271.363892,830.363342,1205.843262,Hungary,Native Pulldown on 3.2M snpset,Shotgun,MarotiTorokCurrBio2022
NK-2.SG,47.06722000,19.93028000,53.09776284,17.81092894,1000.000000,687.932701,839.712585,0.37815461,Hungary_Conqueror_Elite.SG,Shotgun,"Nagykőrös-Fekete-dűlő (Pest County, Cegléd)",1000-2500 BP,test,7.06864316,1365.513306,885.376831,1064.852539,Hungary,Native Pulldown on 3.2M snpset,Shotgun,MarotiTorokCurrBio2022
NTH-1.SG,47.61303000,19.42633000,53.41490569,18.66090795,975.000000,648.223821,766.716492,0.47127831,Hungary_Conqueror_Commoner.SG,Shotgun,"Nagytarcsa-Homokbánya (Pest County, Aszód)",0-1000 BP,test,6.99951366,1116.853149,591.819946,1054.438477,Hungary,Native Pulldown on 3.2M snpset,Shotgun,MarotiTorokCurrBio2022
NTH-19.SG,47.61303000,19.42633000,53.41524859,18.66338468,975.000000,648.247711,765.194336,0.47337565,Hungary_Conqueror_Commoner.SG,Shotgun,"Nagytarcsa-Homokbánya (Pest County, Aszód)",0-1000 BP,test,6.99897615,1112.163818,591.819946,1054.438477,Hungary,Native Pulldown on 3.2M snpset,Shotgun,MarotiTorokCurrBio2022
NTH-2.SG,47.61303000,19.42633000,49.22580665,17.55695313,1008.000000,226.208359,656.117432,0.62279338,Hungary_Conqueror_Commoner.SG,Shotgun,"Nagytarcsa-Homokbánya (Pest County, Aszód)",1000-2500 BP,test,6.54577231,831.399109,94.002777,1068.296753,Hungary,Native Pulldown on 3.2M snpset,Shotgun,MarotiTorokCurrBio2022
NTH-20.SG,47.61303000,19.42633000,53.41515084,18.66267738,975.000000,648.240902,765.629272,0.47277674,Hungary_Conqueror_Commoner.SG,Shotgun,"Nagytarcsa-Homokbánya (Pest County, Aszód)",0-1000 BP,test,6.99912927,1113.500610,591.819946,1054.438477,Hungary,Native Pulldown on 3.2M snpset,Shotgun,MarotiTorokCurrBio2022
SP-10.SG,47.30525000,21.21411000,50.12789604,20.15035815,970.000000,323.560294,663.092590,0.60302132,Hungary_Conqueror_Elite.SG,Shotgun,"Sárrétudvari-Poroshalom (Hajdú-Bihar County, Püspökladány)",0-1000 BP,test,6.61596537,853.901550,101.529587,1052.423584,Hungary,Native Pulldown on 3.2M snpset,Shotgun,MarotiTorokCurrBio2022
SP-2.SG,47.30525000,21.21411000,50.20208112,20.10679157,970.000000,332.330278,674.487549,0.58926016,Hungary_Conqueror_Elite.SG,Shotgun,"Sárrétudvari-Poroshalom (Hajdú-Bihar County, Püspökladány)",0-1000 BP,test,6.63533736,878.659119,101.529587,1052.423584,Hungary,Native Pulldown on 3.2M snpset,Shotgun,MarotiTorokCurrBio2022
SP-9.SG,47.30525000,21.21411000,50.12980617,20.14923806,970.000000,323.786044,663.388367,0.60266703,Hungary_Conqueror_Elite.SG,Shotgun,"Sárrétudvari-Poroshalom (Hajdú-Bihar County, Püspökladány)",0-1000 BP,test,6.61647123,854.533569,101.529587,1052.423584,Hungary,Native Pulldown on 3.2M snpset,Shotgun,MarotiTorokCurrBio2022
SZLA-646.SG,48.22528000,20.45386000,49.65414897,15.10639931,1597.000000,422.121681,999.765198,0.43774363,Hungary_Hun.SG,Shotgun,"Szilvásvárad-Lovaspálya (Borsod-Abaúj-Zemplén County, Ózd)",1000-2500 BP,test,6.99665566,1511.082153,1119.675659,1333.309082,Hungary,Native Pulldown on 3.2M snpset,Shotgun,MarotiTorokCurrBio2022
SZRV-147.SG,46.97997000,20.55983000,48.00437280,19.41044358,1275.000000,142.802501,681.059509,0.67798316,Hungary_MidAvar_oEastAsiaMedium.SG,Shotgun,"Szarvas-Grexatéglagyár (Jász-Nagykun-Szolnok County, Mezőtúr)",1000-2500 BP,test,6.54563191,827.133484,78.522682,1200.178223,Hungary,Native Pulldown on 3.2M snpset,Shotgun,MarotiTorokCurrBio2022
SZRV-168.SG,46.97997000,20.55983000,50.39857592,18.63276426,1263.000000,405.583596,877.306824,0.46010789,Hungary_LateEarlyAvar.SG,Shotgun,"Szarvas-Grexatéglagyár (Jász-Nagykun-Szolnok County, Mezőtúr)",1000-2500 BP,test,6.88371988,1293.366699,821.597717,1193.982666,Hungary,Native Pulldown on 3.2M snpset,Shotgun,MarotiTorokCurrBio2022
SZRV-212.SG,46.97997000,20.55983000,51.52938623,16.59528763,1200.000000,581.900720,927.274231,0.36254770,Hungary_LateEarlyAvar.SG,Shotgun,"Szarvas-Grexatéglagyár (Jász-Nagykun-Szolnok County, Mezőtúr)",1000-2500 BP,test,7.02915193,1540.017334,1068.635864,1161.406738,Hungary,Native Pulldown on 3.2M snpset,Shotgun,MarotiTorokCurrBio2022
SZRV-266.SG,46.97997000,20.55983000,50.06302254,19.14893533,1162.000000,358.237443,821.684082,0.48224673,Hungary_LateEarlyAvar.SG,Shotgun,"Szarvas-Grexatéglagyár (Jász-Nagykun-Szolnok County, Mezőtúr)",1000-2500 BP,test,6.80639507,1183.232910,697.503418,1141.940430,Hungary,Native Pulldown on 3.2M snpset,Shotgun,MarotiTorokCurrBio2022
SZRV-277.SG,46.97997000,20.55983000,51.52918676,16.59494022,1200.000000,581.894135,927.185669,0.36266947,Hungary_LateEarlyAvar.SG,Shotgun,"Szarvas-Grexatéglagyár (Jász-Nagykun-Szolnok County, Mezőtúr)",1000-2500 BP,test,7.02908958,1539.611694,1068.635864,1161.406738,Hungary,Native Pulldown on 3.2M snpset,Shotgun,MarotiTorokCurrBio2022
SZRV-316.SG,46.97997000,20.55983000,51.52827624,16.59335677,1200.000000,581.864017,926.781616,0.36322474,Hungary_LateEarlyAvar.SG,Shotgun,"Szarvas-Grexatéglagyár (Jász-Nagykun-Szolnok County, Mezőtúr)",1000-2500 BP,test,7.02880505,1537.764038,1068.635864,1161.406738,Hungary,Native Pulldown on 3.2M snpset,Shotgun,MarotiTorokCurrBio2022
SZRV-54.SG,46.97997000,20.55983000,48.97889169,18.53888886,1300.000000,268.205275,772.528076,0.59440857,Hungary_EarlyAvar.SG,Shotgun,"Szarvas-Grexatéglagyár (Jász-Nagykun-Szolnok County, Mezőtúr)",1000-2500 BP,test,6.70993487,1002.009216,350.787476,1213.025391,Hungary,Native Pulldown on 3.2M snpset,Shotgun,MarotiTorokCurrBio2022
SZRV-67.SG,46.97997000,20.55983000,51.52877771,16.59422948,1200.000000,581.880577,927.004272,0.36291867,Hungary_LateEarlyAvar.SG,Shotgun,"Szarvas-Grexatéglagyár (Jász-Nagykun-Szolnok County, Mezőtúr)",1000-2500 BP,test,7.02896182,1538.781982,1068.635864,1161.406738,Hungary,Native Pulldown on 3.2M snpset,Shotgun,MarotiTorokCurrBio2022
CovaMoura364.SG,38.74504400,-9.21522000,48.67874180,13.09499956,4850.000000,2090.307941,1422.923950,0.37142918,Portugal_LN_C.SG,Shotgun,"Cova da Moura (Lisbon, Torres Vedras)",4000-6000 BP,test,8.33948337,2334.767822,1529.821289,1794.752686,Portugal,Native Pulldown on 3.2M snpset,Shotgun,MartinianoPLoSGenetics2017
CovaMoura9B.SG,38.74504400,-9.21522000,44.44648691,5.55292830,4750.000000,1375.861226,1197.046753,0.55965447,Portugal_LN_C.SG,Shotgun,"Cova da Moura (Lisbon, Torres Vedras)",4000-6000 BP,test,7.74814960,1600.114746,724.535767,1803.907715,Portugal,Native Pulldown on 3.2M snpset,Shotgun,MartinianoPLoSGenetics2017
AITI_119.AG,48.22281000,10.84499000,46.11020640,18.29945598,3747.000000,611.434369,1507.031006,0.43202159,Germany_Lech_EBA.AG,1240k,"Kleinaitingen-Gewerbegebiet-Nord (Bayern, Schwaben, Augsburg-Landkreis)",2500-4000 BP,test,7.40020160,2292.817383,1629.161255,1999.660645,Germany,Native Pulldown on 3.2M snpset,1240k,MittnikScience2019
AITI_120.AG.SG,48.22281000,10.84499000,47.58958461,13.34024139,3662.000000,199.401555,361.188751,0.02480392,Germany_Lech_EBA.AG.SG,"1240k,Shotgun","Kleinaitingen-Gewerbegebiet-Nord (Bayern, Schwaben, Augsburg-Landkreis)",2500-4000 BP,test,6.04179145,2293.369629,1125.359253,365.753265,Germany,Native Pulldown on 3.2M snpset,"1240k,Shotgun",MittnikScience2019
AITI_2.AG,48.22281000,10.84499000,45.73767427,16.81493233,3753.000000,531.114020,1509.040527,0.42998382,Germany_Lech_EBA.AG,1240k,"Kleinaitingen-Gewerbegebiet-Nord (Bayern, Schwaben, Augsburg-Landkreis)",2500-4000 BP,test,7.38116540,2301.308594,1625.676392,1998.744751,Germany,Native Pulldown on 3.2M snpset,1240k,MittnikScience2019
AITI_36.AG.SG,48.22281000,10.84499000,48.47669073,13.42467756,3836.000000,193.355174,478.936920,0.08657432,Germany_Lech_EBA.AG.SG,"1240k,Shotgun","Kleinaitingen-Gewerbegebiet-Nord (Bayern, Schwaben, Augsburg-Landkreis)",2500-4000 BP,test,6.25306277,1627.735229,185.088760,501.119965,Germany,Native Pulldown on 3.2M snpset,"1240k,Shotgun",MittnikScience2019
AITI_40.AG.SG,48.22281000,10.84499000,47.57549888,13.58840919,3746.000000,217.398772,424.657562,0.02413048,Germany_Lech_EBA.AG.SG,"1240k,Shotgun","Kleinaitingen-Gewerbegebiet-Nord (Bayern, Schwaben, Augsburg-Landkreis)",2500-4000 BP,test,6.18232388,2733.731445,1565.781006,429.875763,Germany,Native Pulldown on 3.2M snpset,"1240k,Shotgun",MittnikScience2019
AITI_43.AG,48.22281000,10.84499000,47.39810065,12.18206618,3760.000000,135.747692,1361.671631,0.53538311,Germany_Lech_EBA.AG,1240k,"Kleinaitingen-Gewerbegebiet-Nord (Bayern, Schwaben, Augsburg-Landkreis)",2500-4000 BP,test,7.22143761,1860.973022,1255.949219,1997.675293,Germany,Native Pulldown on 3.2M snpset,1240k,MittnikScience2019
AITI_50.AG.SG,48.22281000,10.84499000,47.51002228,13.54478094,3773.000000,216.986611,445.976105,0.02353397,Germany_Lech_EBA.AG.SG,"1240k,Shotgun","Kleinaitingen-Gewerbegebiet-Nord (Bayern, Schwaben, Augsburg-Landkreis)",2500-4000 BP,test,6.21862748,2907.126709,1676.596191,451.318390,Germany,Native Pulldown on 3.2M snpset,"1240k,Shotgun",MittnikScience2019
AITI_70.AG.SG,48.22281000,10.84499000,48.25430415,13.39503189,3901.000000,189.519865,523.146545,0.10272313,Germany_Lech_EBA.AG.SG,"1240k,Shotgun","Kleinaitingen-Gewerbegebiet-Nord (Bayern, Schwaben, Augsburg-Landkreis)",2500-4000 BP,test,6.32548110,1632.259521,57.620945,552.281006,Germany,Native Pulldown on 3.2M snpset,"1240k,Shotgun",MittnikScience2019
AITI_72.AG.SG,48.22281000,10.84499000,47.55882336,13.42619329,3776.000000,206.673745,447.350525,0.02776547,Germany_Lech_EBA.AG.SG,"1240k,Shotgun","Kleinaitingen-Gewerbegebiet-Nord (Bayern, Schwaben, Augsburg-Landkreis)",2500-4000 BP,test,6.21006219,2684.698242,1479.673340,453.693390,Germany,Native Pulldown on 3.2M snpset,"1240k,Shotgun",MittnikScience2019
AITI_78.AG.SG,48.22281000,10.84499000,47.57763618,13.60098520,3748.000000,218.204371,426.699982,0.02198902,Germany_Lech_EBA.AG.SG,"1240k,Shotgun","Kleinaitingen-Gewerbegebiet-Nord (Bayern, Schwaben, Augsburg-Landkreis)",2500-4000 BP,test,6.18683414,2877.528809,1659.085815,431.470184,Germany,Native Pulldown on 3.2M snpset,"1240k,Shotgun",MittnikScience2019
AITI_98.AG.SG,48.22281000,10.84499000,47.23731985,12.78875593,3605.000000,182.347295,325.620117,0.03228345,Germany_Lech_EBA.AG.SG,"1240k,Shotgun","Kleinaitingen-Gewerbegebiet-Nord (Bayern, Schwaben, Augsburg-Landkreis)",2500-4000 BP,test,5.94253147,1812.263184,444.445190,331.006989,Germany,Native Pulldown on 3.2M snpset,"1240k,Shotgun",MittnikScience2019
UNTA58_153.AG,48.31611000,10.89153000,47.50107591,16.67954833,3839.000000,441.965902,1487.035522,0.43910161,Germany_Lech_EBA.AG,1240k,"Haunstetten-Unterer-Talweg-58-62 (Bayern, Schwaben, Augsburg-Kreisfreie Stadt)",2500-4000 BP,test,7.34870754,2244.082520,1605.127930,1985.542725,Germany,Native Pulldown on 3.2M snpset,1240k,MittnikScience2019
UNTA58_68Sk1.AG,48.31611000,10.89153000,49.35500154,12.11689645,4250.000000,146.437179,1065.008423,0.69287145,Germany_Lech_BellBeaker_oEEF.AG,1240k,"Haunstetten-Unterer-Talweg-58-62 (Bayern, Schwaben, Augsburg-Kreisfreie Stadt)",4000-6000 BP,test,6.98019092,1279.460083,438.400208,1921.732666,Germany,Native Pulldown on 3.2M snpset,1240k,MittnikScience2019
UNTA85_1412.AG,48.31966000,10.89153000,48.29159896,11.98404402,3910.000000,81.138370,911.050232,0.78711599,Germany_Lech_EBA.AG,1240k,"Haunstetten-Unterer-Talweg-85 (Bayern, Schwaben, Augsburg-Kreisfreie Stadt)",2500-4000 BP,test,6.81856390,1026.887695,74.651070,1974.562134,Germany,Native Pulldown on 3.2M snpset,1240k,MittnikScience2019
WEHR_1192SkA.AG,48.25283000,10.80879000,49.40258423,14.05453106,4193.000000,270.521000,1124.860229,0.66053391,Germany_Lech_BellBeaker.AG,1240k,"Wehringen-Hochfeld (Bayern, Schwaben, Augsburg-Landkreis)",4000-6000 BP,test,7.05433251,1384.047485,622.170105,1930.635986,Germany,Native Pulldown on 3.2M snpset,1240k,MittnikScience2019
WEHR_1415child.AG,48.25283000,10.80879000,49.02823662,13.42838225,3902.000000,211.511403,948.319214,0.76963180,Germany_Lech_EBA_contam.AG,1240k,"Wehringen-Hochfeld (Bayern, Schwaben, Augsburg-Landkreis)",2500-4000 BP,test,6.87956419,1080.968506,173.740479,1975.801636,Germany,Native Pulldown on 3.2M snpset,1240k,MittnikScience2019
R11102.SG,42.02630000,11.94830000,54.17035020,14.05212443,3787.000000,1358.208642,929.481812,0.74000180,Italy_PianSultano_BA.SG,Shotgun,"Pian Sultano (Lazio, Rome)",2500-4000 BP,test,7.90225828,1080.499390,207.234589,1822.869873,Italy,Native Pulldown on 3.2M snpset,Shotgun,MootsNatEcolEvol2023
R11104.SG,42.02630000,11.94830000,48.74975809,12.17978671,3719.000000,746.266974,1284.884399,0.49512923,Italy_PianSultano_BA.SG,Shotgun,"Pian Sultano (Lazio, Rome)",2500-4000 BP,test,7.32709112,1826.016846,1208.913696,1808.314453,Italy,Native Pulldown on 3.2M snpset,Shotgun,MootsNatEcolEvol2023
R11105.SG,42.02630000,11.94830000,41.37466633,2.19258400,3610.000000,817.422308,864.571716,0.76216376,Italy_PianSultano_BA.SG,Shotgun,"Pian Sultano (Lazio, Rome)",2500-4000 BP,test,7.20918630,990.323059,48.301006,1772.809082,Italy,Native Pulldown on 3.2M snpset,Shotgun,MootsNatEcolEvol2023
R11107.SG,42.02630000,11.94830000,48.74669342,12.17007569,3719.000000,745.907163,1281.586548,0.49771756,Italy_PianSultano_BA.SG,Shotgun,"Pian Sultano (Lazio, Rome)",2500-4000 BP,test,7.32522688,1816.588135,1208.913696,1808.314453,Italy,Native Pulldown on 3.2M snpset,Shotgun,MootsNatEcolEvol2023
R11746.SG,36.94756200,11.09914300,48.72196694,14.55620723,2485.000000,1334.254416,1101.177246,0.34729719,Tunisia_Kerkouane_Punic_oAfrica1.SG,Shotgun,"Kerkouane (Nabeul, Dar Allosh, Ezzahra)",1000-2500 BP,test,7.73819728,1868.557983,1378.861572,1363.011353,Tunisia,Native Pulldown on 3.2M snpset,Shotgun,MootsNatEcolEvol2023
R11749.SG,36.94756200,11.09914300,46.90948852,19.65259793,2500.000000,1312.956355,1110.059082,0.32141227,Tunisia_Kerkouane_Punic.SG,Shotgun,"Kerkouane (Nabeul, Dar Allosh, Ezzahra)",2500-4000 BP,test,7.71165350,1958.009766,1444.995850,1347.544434,Tunisia,Native Pulldown on 3.2M snpset,Shotgun,MootsNatEcolEvol2023
R11753.SG,36.94756200,11.09914300,48.24789917,15.46866504,2430.000000,1301.892253,1071.062622,0.41656566,Tunisia_Kerkouane_Punic.SG,Shotgun,"Kerkouane (Nabeul, Dar Allosh, Ezzahra)",1000-2500 BP,test,7.71514441,1659.484253,1181.172119,1402.228760,Tunisia,Native Pulldown on 3.2M snpset,Shotgun,MootsNatEcolEvol2023
R11755.SG,36.94756200,11.09914300,48.49409636,11.49069680,2343.000000,1278.621755,982.299011,0.51877153,Tunisia_Kerkouane_Punic_oAfrica2.SG,Shotgun,"Kerkouane (Nabeul, Dar Allosh, Ezzahra)",1000-2500 BP,test,7.73705834,1363.815552,812.633423,1416.015625,Tunisia,Native Pulldown on 3.2M snpset,Shotgun,MootsNatEcolEvol2023
R11759.SG,36.94756200,11.09914300,47.00901720,15.03782829,2591.000000,1160.825912,959.275391,0.40564859,Tunisia_Kerkouane_Punic_oAfrica1.SG,Shotgun,"Kerkouane (Nabeul, Dar Allosh, Ezzahra)",2500-4000 BP,test,7.59835773,1506.150269,912.381409,1244.290161,Tunisia,Native Pulldown on 3.2M snpset,Shotgun,MootsNatEcolEvol2023
R11776.SG,36.94756200,11.09914300,47.09532597,19.24445219,2499.000000,1311.864950,1107.807495,0.32523775,Tunisia_Kerkouane_Punic.SG,Shotgun,"Kerkouane (Nabeul, Dar Allosh, Ezzahra)",1000-2500 BP,test,7.71130220,1942.512573,1431.391357,1348.617920,Tunisia,Native Pulldown on 3.2M snpset,Shotgun,MootsNatEcolEvol2023
R11778.SG,36.94756200,11.09914300,45.85707421,10.84172943,2379.000000,985.458689,918.981750,0.57914537,Tunisia_Kerkouane_Punic_oAfrica2.SG,Shotgun,"Kerkouane (Nabeul, Dar Allosh, Ezzahra)",1000-2500 BP,test,7.39822023,1207.572144,712.600708,1416.579102,Tunisia,Native Pulldown on 3.2M snpset,Shotgun,MootsNatEcolEvol2023
R11780.SG,36.94756200,11.09914300,47.71861897,14.61556303,2547.000000,1227.303352,1016.110291,0.38761222,Tunisia_Kerkouane_Punic.SG,Shotgun,"Kerkouane (Nabeul, Dar Allosh, Ezzahra)",2500-4000 BP,test,7.65318149,1632.082520,1122.973022,1298.457031,Tunisia,Native Pulldown on 3.2M snpset,Shotgun,MootsNatEcolEvol2023
R11790.SG,36.94756200,11.09914300,48.23639005,15.41991949,2225.000000,1299.565835,991.441345,0.48098800,Tunisia_Kerkouane_Punic_oAfrica2.SG,Shotgun,"Kerkouane (Nabeul, Dar Allosh, Ezzahra)",1000-2500 BP,test,7.75823764,1429.551758,843.186279,1376.189819,Tunisia,Native Pulldown on 3.2M snpset,Shotgun,MootsNatEcolEvol2023
R11791.SG,36.94756200,11.09914300,47.30412451,18.67020694,2503.000000,1307.558602,1101.497192,0.32866299,Tunisia_Kerkouane_Punic.SG,Shotgun,"Kerkouane (Nabeul, Dar Allosh, Ezzahra)",2500-4000 BP,test,7.70899788,1921.356689,1400.178223,1344.352295,Tunisia,Native Pulldown on 3.2M snpset,Shotgun,MootsNatEcolEvol2023
KED001.AG,56.44289000,40.38474400,56.70033942,12.72934003,203.000000,1682.149123,536.197571,0.89602512,Russia_Kideksha_Modern.AG,1240k,"Kideksha (Vladimir Oblast, Suzdalsky District)",0-1000 BP,test,11.20545672,566.454163,441.918457,1662.878662,Russia,Native pulldown on 3.2M snpset,1240k,PeltolaMajanderCell2023
KED002.AG,56.44289000,40.38474400,57.45362668,19.55524959,178.000000,1261.399351,700.171082,0.82174093,Russia_Kideksha_Modern.AG,1240k,"Kideksha (Vladimir Oblast, Suzdalsky District)",0-1000 BP,test,8.17413170,772.390137,839.605591,1658.358154,Russia,Native pulldown on 3.2M snpset,1240k,PeltolaMajanderCell2023
KED003.AG,56.44289000,40.38474400,53.07343518,13.66188365,316.000000,1740.292871,831.003418,0.75654018,Russia_Kideksha_Modern.AG,1240k,"Kideksha (Vladimir Oblast, Suzdalsky District)",0-1000 BP,test,8.91548462,955.403442,686.143127,1684.182373,Russia,Native pulldown on 3.2M snpset,1240k,PeltolaMajanderCell2023
LBR001.AG,43.70000000,6.99000000,47.75861821,15.77599276,6740.000000,819.032851,698.018127,0.16289042,France_EN_MN.AG,1240k,"Les Bréguières (Provence-Alpes-Côte d'Azur Region, Alpes-Maritimes Department, Grasse arrondissement)",>6000 BP,test,7.23664251,1729.493530,1011.767395,762.913940,France,Native Pulldown on 3.2M snpset,1240k,RivollatScienceAdvance2020
LBR002.AG,43.70000000,6.99000000,47.85669995,16.23985704,6991.000000,854.673220,573.965149,0.14742574,France_EN_MN.AG,1240k,"Les Bréguières (Provence-Alpes-Côte d'Azur Region, Alpes-Maritimes Department, Grasse arrondissement)",>6000 BP,test,7.46123065,1494.854370,630.154968,621.612061,France,Native Pulldown on 3.2M snpset,1240k,RivollatScienceAdvance2020
LBR003.AG,43.70000000,6.99000000,46.38919942,12.64163052,6680.000000,536.317343,663.317505,0.33608153,France_EN_MN.AG,1240k,"Les Bréguières (Provence-Alpes-Côte d'Azur Region, Alpes-Maritimes Department, Grasse arrondissement)",>6000 BP,test,6.82412054,1144.192627,87.703804,814.074402,France,Native Pulldown on 3.2M snpset,1240k,RivollatScienceAdvance2020
LBR004.AG,43.70000000,6.99000000,47.37712621,15.50851287,6797.000000,780.760884,637.458313,0.20733932,France_EN_MN.AG,1240k,"Les Bréguières (Provence-Alpes-Côte d'Azur Region, Alpes-Maritimes Department, Grasse arrondissement)",>6000 BP,test,7.20756013,1399.944946,784.397400,715.991943,France,Native Pulldown on 3.2M snpset,1240k,RivollatScienceAdvance2020
XN166.AG,48.78000000,9.18000000,47.88995849,16.31313454,7100.000000,537.861627,587.903809,0.16112907,Germany_EN_LBK.AG,1240k,"Stuttgart-Mühlhausen-2 (Baden-Württemberg, Stuttgart, Stuttgart-Stadtkreis)",>6000 BP,test,6.79506635,1464.600952,314.974854,641.887207,Germany,Native Pulldown on 3.2M snpset,1240k,RivollatScienceAdvance2020
XN173.AG,48.78000000,9.18000000,47.58778712,17.38118897,7060.000000,623.718331,565.432495,0.18782204,Germany_EN_LBK.AG,1240k,"Stuttgart-Mühlhausen-2 (Baden-Württemberg, Stuttgart, Stuttgart-Stadtkreis)",>6000 BP,test,6.94598572,1304.690552,124.134933,627.415405,Germany,Native Pulldown on 3.2M snpset,1240k,RivollatScienceAdvance2020
XN178.AG,48.78000000,9.18000000,47.89434839,16.31013260,7100.000000,537.531782,587.288696,0.16288358,Germany_EN_LBK.AG,1240k,"Stuttgart-Mühlhausen-2 (Baden-Württemberg, Stuttgart, Stuttgart-Stadtkreis)",>6000 BP,test,6.79438242,1455.167480,314.974854,641.887207,Germany,Native Pulldown on 3.2M snpset,1240k,RivollatScienceAdvance2020
XN191.AG,48.78000000,9.18000000,47.49791262,17.11626516,7199.000000,607.278472,650.783264,0.14971967,Germany_EN_LBK.AG,1240k,"Stuttgart-Mühlhausen-2 (Baden-Württemberg, Stuttgart, Stuttgart-Stadtkreis)",>6000 BP,test,6.91356122,1681.887573,747.001404,705.757202,Germany,Native Pulldown on 3.2M snpset,1240k,RivollatScienceAdvance2020
XN205.AG,48.78000000,9.18000000,47.89416521,16.31025789,7100.000000,537.545540,587.314392,0.16281039,Germany_EN_LBK.AG,1240k,"Stuttgart-Mühlhausen-2 (Baden-Württemberg, Stuttgart, Stuttgart-Stadtkreis)",>6000 BP,test,6.79441097,1455.558228,314.974854,641.887207,Germany,Native Pulldown on 3.2M snpset,1240k,RivollatScienceAdvance2020
XN207.AG,48.78000000,9.18000000,47.89318675,16.31092707,7100.000000,537.619037,587.451538,0.16241932,Germany_EN_LBK.AG,1240k,"Stuttgart-Mühlhausen-2 (Baden-Württemberg, Stuttgart, Stuttgart-Stadtkreis)",>6000 BP,test,6.79456340,1457.649780,314.974854,641.887207,Germany,Native Pulldown on 3.2M snpset,1240k,RivollatScienceAdvance2020
XN224.AG,48.78000000,9.18000000,47.76345754,15.90810144,7091.000000,511.926888,581.437134,0.16928963,Germany_EN_LBK.AG,1240k,"Stuttgart-Mühlhausen-2 (Baden-Württemberg, Stuttgart, Stuttgart-Stadtkreis)",>6000 BP,test,6.75309981,1413.147827,308.987518,637.937256,Germany,Native Pulldown on 3.2M snpset,1240k,RivollatScienceAdvance2020
XN225.AG,48.78000000,9.18000000,47.89361629,16.31063322,7100.000000,537.586764,587.391357,0.16259098,Germany_EN_LBK.AG,1240k,"Stuttgart-Mühlhausen-2 (Baden-Württemberg, Stuttgart, Stuttgart-Stadtkreis)",>6000 BP,test,6.79449648,1456.730835,314.974854,641.887207,Germany,Native Pulldown on 3.2M snpset,1240k,RivollatScienceAdvance2020
A1801.AG,47.27588100,18.95826700,47.45691683,17.46498224,1300.000000,114.485700,745.776367,0.60140729,Hungary_DanubeTisza_EarlyAvar.AG,1240k,"Budapest-Csepel-Kavicsbánya (Pest County, Ráckeve)",1000-2500 BP,test,6.62620876,961.666077,350.787476,1181.255859,Hungary,Native Pulldown on 3.2M snpset,1240k,GnecchiRusconeCell2022
A1819.AG,46.62641500,19.83429500,47.45816186,17.45532498,1300.000000,202.699374,747.793335,0.59924841,Hungary_DanubeTisza_EarlyAvar.AG,1240k,"Petőfiszállás (Bács-Kiskun County, Kiskunfélegyháza)",1000-2500 BP,test,6.65386432,966.002197,350.787476,1181.255859,Hungary,Native Pulldown on 3.2M snpset,1240k,GnecchiRusconeCell2022
s19_IIg_1.SG,59.44940000,26.71390000,57.18709804,23.03303688,740.000000,330.435230,673.363037,0.54163092,Estonia_Medieval.SG,Shotgun,"Pada (Lääne-Viru County, Viru-Nigula Municipality, Aasukalda Village)",0-1000 BP,test,6.63268951,914.950378,139.461853,994.584351,Estonia,Native Pulldown on 3.2M snpset,Shotgun,SaagCurrentBiology2019
s19_IIIt_1.SG,57.86000000,26.58940000,55.86708930,14.55495817,600.000000,764.096590,710.830017,0.49854076,Estonia_Medieval.SG,Shotgun,"Vaabina (Võru County, Antsla Municipality, Vaabina Village)",0-1000 BP,test,7.14417675,1006.735657,55.325539,1003.801819,Estonia,Native Pulldown on 3.2M snpset,Shotgun,SaagCurrentBiology2019
s19_V14_2.SG,59.49720000,25.51140000,46.00490749,22.08909836,3130.000000,1521.464425,1095.561279,0.40806288,Estonia_BA.SG,Shotgun,"Toomani-5 (Harju County, Kuusalu Municipality, Muuksi Village)",2500-4000 BP,test,7.96334006,1715.035522,1176.053467,1423.963501,Estonia,Native Pulldown on 3.2M snpset,Shotgun,SaagCurrentBiology2019
s19_X15_2.SG,58.21860000,26.11250000,49.73663802,12.27657549,3037.000000,1303.268902,960.804932,0.50072622,Estonia_BA.SG,Shotgun,"Vehendi-11 (Tartu County, Elva Municipality, Vehendi Village)",2500-4000 BP,test,7.78772860,1357.797729,769.643555,1359.771118,Estonia,Native Pulldown on 3.2M snpset,Shotgun,SaagCurrentBiology2019
MA971.SG,58.59430900,26.33031700,43.95440740,20.07559609,4400.000000,1687.077638,1109.451416,0.63254488,Estonia_CordedWare.SG,Shotgun,"Kunila (Jõgeva County, Põltsamaa Municipality, Laasme Village)",4000-6000 BP,test,8.16779593,1394.962769,676.084839,1830.231934,Estonia,Native Pulldown on 3.2M snpset,Shotgun,SaagCurrentBiology2017
